ID,specid,Gaia_designation,R.A.,e_R.A.,decl.,e_decl.,S/N_r,Class,RV_LASP,e_RV_LASP,pmra,e_pmra,pmdec,e_pmdec,parallax,e_parallax,G,G_BP,G_RP,astrometric_flag,RV_LASP_Calibrated,r,el_r,eu_r,x,el_x,eu_x,y,el_y,eu_y,z,el_z,eu_z,r_GC,el_r_GC,eu_r_GC,Vx,el_Vx,eu_Vx,Vy,el_Vy,eu_Vy,Vz,el_Vz,eu_Vz,V_GC,el_V_GC,eu_V_GC,e,el_e,eu_e,Zmax,el_Zmax,eu_Zmax,r_min,el_r_min,eu_r_min,E_Phi_Infinity,el_E_Phi_Infinity,eu_E_Phi_Infinity,Vesc(W),Vesc(G),Vesc(Ke),Vesc(Ko),Vesc(P),Vesc(M),Vesc(X),Pgc,PMW,Pub(W),Pub(G),Pub(Ke),Pub(Ko),Pub(P),Pub(M),Pub(X),Origin_Class,Teff_LASP,e_Teff_LASP,log(g)_LASP,e_log(g)_LASP,[Fe/H]_LASP,e_[Fe/H]_LASP,Teff_DD-Payne,e_Teff_DD-Payne,log(g)_DD-Payne,e_log(g)_DD-Payne,[Fe/H]_DD-Payne,e_[Fe/H]_DD-Payne,Alpha_Fe_DD-Payne,e_Alpha_Fe_DD-Payne,conservative_results
Hivel496,20151129EG031039N215333V0116230_v2.9.7,Gaia DR2 111520616843040640,46.6393464,0.0221,23.98874984,0.0173,178,G2,-267,7,11.988,0.044,-30.499,0.041,0.248,0.025,13.11,13.68,12.38,1,-262,4,0.4,0.4,-11.5,0.4,0.3,1.3,0.1,0.1,-1.9,0.2,0.2,11.7,0.3,0.4,198,6,6,-380,60,51,-168,35,27,461,51,62,0.97374,0.08441,0.01707,417.3,346.4,777.1,14.5,5.2,0.4,-0.0001,0.0002,0.0003,589,580,563,539,507,478,462,0,1,0.026,0.033,0.061,0.119,0.237,0.407,0.49,RS,4987,23,2.25,0.04,-1.58,0.02,5033,34,2.43,0.08,-1.58,0.05,0.24,0.02,1
Hivel497,20151008EG025335S013827B0109017_v2.9.7,Gaia DR2 5187893852992214144,44.2934703,0.026,-1.35334772,0.0246,81,F0,-453,15,19.407,0.054,-27.589,0.054,0.741,0.031,14.67,12,11.32,1,-448,1.4,0.1,0.1,-9.1,0,0,0,0,0,-1,0,0,9.1,0,0,316,10,9,25,9,9,334,12,11,461,15,14,0.9655,0.01451,0.00934,295.8,108.1,205.7,4.9,0.1,0.1,-0.0002,0.0001,0.0001,612,599,587,563,529,501,481,0,0.742,0,0,0,0,0,0.003,0.083,RS,6101,79,4.15,0.13,-1.34,0.08,6110,35,4,0.12,-1.27,0.06,0.25,0.04,1
Hivel498,20150212HD141736N112006V0113004_v2.9.7,Gaia DR2 1177690168686744192,216.5990639,0.0245,11.97823414,0.0268,48,G7,106,11,3.554,0.066,-20.081,0.078,0.177,0.033,13.42,14.36,13.42,1,111,5.6,0.9,1.4,-5.6,0.4,0.6,0.1,0,0,5,0.8,1.2,7.6,0.2,0.5,444,62,91,-90,85,56,-77,44,31,461,73,115,0.97272,0.03247,0.02231,97.6,55,194.5,2.5,0.9,145.2,-0.0002,0.0003,0.0006,622,608,598,566,534,519,495,0.055,0.549,0.105,0.117,0.133,0.183,0.262,0.299,0.366,RS,5044,127,2.4,0.21,-1.24,0.12,5128,77,2.54,0.21,-1.24,0.11,0.26,0.05,0
Hivel499,20140421HD150715N223351B12124_v2.9.7,Gaia DR2 1264104983696992256,228.5485321,0.0175,24.04236734,0.0232,47,G0,-269,13,-6.603,0.055,-35.03,0.052,0.286,0.03,14.8,18.67,16.48,1,-264,3.5,0.3,0.4,-6.7,0.1,0.2,1.1,0.1,0.1,3,0.3,0.3,7.4,0,0,261,35,43,-300,55,45,-231,10,10,461,49,62,0.95911,0.05745,0.0329,91,51.7,649.8,4.1,0.3,1.3,-0.0003,0.0002,0.0003,627,610,603,573,541,521,497,0,0.665,0.016,0.025,0.029,0.052,0.103,0.164,0.262,RS,5309,142,3.26,0.23,-1.64,0.14,5392,65,3.32,0.22,-1.48,0.11,0.25,0.07,0
Hivel500,20140324HD145704N052550B08180_v2.9.7,Gaia DR2 1155161209793409408,224.6887569,0.0639,4.45115226,0.055,39,F0,246,14,-50.036,0.128,-10.018,0.118,0.442,0.07,16.03,16.05,13.5,0,251,2.3,0.3,0.4,-6.8,0.2,0.3,0,0,0,1.8,0.2,0.3,7,0.2,0.1,-88,48,38,-181,83,60,414,30,41,461,54,84,0.92187,0.11981,0.07191,135.8,79.7,1294.9,6.3,0.4,0.2,-0.0003,0.0002,0.0004,633,615,609,581,548,526,500,0,1,0.025,0.035,0.041,0.083,0.146,0.201,0.299,RS,6114,248,4.14,0.39,-1.31,0.23,6188,83,4.33,0.23,-1.52,0.15,0.25,0.08,0
Hivel501,20140304HD161644N290900B04023_v2.9.7,Gaia DR2 1318491570451373440,243.5882571,0.0276,29.39664255,0.0366,32,F0,-81,16,-3.965,0.065,-33.392,0.079,0.274,0.044,16.09,14.71,13.64,1,-76,3.6,0.5,0.7,-6.5,0.2,0.3,1.9,0.3,0.3,2.6,0.3,0.5,7.3,0,0,426,61,82,-158,67,51,-71,12,12,461,73,99,0.98688,0.01066,0.0083,54.9,38.2,116.2,0.5,0.3,0.9,-0.0002,0.0004,0.0006,629,612,605,576,543,522,498,0.463,0.582,0.082,0.097,0.105,0.143,0.202,0.26,0.341,HVS,6081,197,3.9,0.31,-2,0.18,6296,116,4,0.32,-1.79,0.21,0.13,0.1,0
Hivel502,20130522HD161911N490217B0114082_v2.9.7,Gaia DR2 1400310697439865472,242.6180269,0.0107,49.99964822,0.0118,33,F9,56,8,-4.516,0.021,4.23,0.024,0.069,0.012,13.39,18.62,16.35,1,62,14.5,2.2,3.1,-6.1,0.3,0.5,9.8,1.5,2.1,10.4,1.6,2.2,15.6,1.8,2.7,-355,83,60,195,22,16,219,27,38,461,50,76,0.99324,0.01477,0.0007,1242.4,1036.4,974.1,7,3.7,5.9,0.0001,0.0003,0.0005,559,553,533,505,478,451,440,0.019,0.982,0.148,0.156,0.205,0.287,0.397,0.556,0.613,HRS,4365,48,0.88,0.11,-1.41,0.06,4796,101,2.15,0.26,-0.98,0.14,0.21,0.07,0
Hivel503,20180418HD134619N383013M0205074_v2.9.7,Gaia DR2 1472575274541715200,205.7214711,0.0215,37.74776766,0.0267,52,F0,72,16,-25.463,0.035,-4.316,0.049,0.204,0.039,15.98,15.21,14.4,1,78,4.9,0.8,1.1,-8,0,0,1.3,0.2,0.3,4.7,0.7,1.1,9.4,0.4,0.6,-368,86,62,-167,99,71,216,26,35,460,83,121,0.98659,0.06288,0.01002,288.9,257.4,1647.2,4,1.2,2.7,-0.0001,0.0004,0.0007,606,594,581,552,520,499,479,0.004,0.998,0.135,0.148,0.168,0.233,0.296,0.359,0.418,RS,6146,111,3.98,0.18,-1.74,0.11,6213,57,4.04,0.18,-1.82,0.11,0.28,0.06,0
Hivel504,20170526HD154528N083911M0104104_v2.9.7,Gaia DR2 4431202975731783936,236.8907474,0.0695,8.41629286,0.0548,39,G6,-359,8,-60.837,0.149,-8.652,0.133,0.569,0.084,17.06,17.99,15.7,1,-353,1.8,0.2,0.3,-7,0.2,0.2,0.4,0.1,0.1,1.3,0.2,0.2,7.1,0.2,0.1,-405,32,25,-210,69,52,48,40,52,460,47,69,0.9583,0.03014,0.03694,23.4,15.2,206.7,3,0.6,0.6,-0.0003,0.0002,0.0003,634,615,609,582,549,525,500,0,1,0.025,0.032,0.034,0.065,0.11,0.164,0.26,RS,5229,214,4.61,0.34,-1,0.2,5138,52,4.42,0.14,-1.03,0.08,0.21,0.05,0
Hivel505,20170103HD121027N290405M0209079_v2.9.7,Gaia DR2 4014437044591860608,183.0505422,0.0427,30.52793202,0.0308,103,F2,-8,11,-52.948,0.076,-45.878,0.065,0.483,0.058,15.6,15.83,15.18,1,-3,2.1,0.2,0.3,-8.5,0,0,-0.1,0,0,2.1,0.2,0.3,8.8,0.1,0.1,-227,33,28,-395,85,73,-52,12,13,460,77,91,0.93362,0.14581,0.06025,53.6,36.4,120.3,7.5,0.5,56.1,-0.0003,0.0003,0.0005,614,600,590,563,530,505,484,0,0.623,0.071,0.083,0.098,0.14,0.21,0.283,0.382,RS,6214,34,4.14,0.06,-1.49,0.03,6204,36,3.89,0.1,-1.54,0.03,0.22,0.03,0
Hivel506,20160919HD190457N314438V0111081_v2.9.7,Gaia DR2 2043980781626220160,285.9184368,0.0116,33.54503868,0.0163,138,F3,-486,9,38.174,0.025,28.755,0.03,0.81,0.017,13.77,15.93,13.63,1,-480,1.2,0,0,-7.7,0,0,1.1,0,0,0.3,0,0,7.8,0,0,-398,6,7,-43,8,9,-225,4,4,460,8,7,0.96355,0.0059,0.00575,152.7,22.8,29.5,3.1,0.1,0.1,-0.0003,0,0,628,611,603,579,545,516,493,0,1,0,0,0,0,0,0,0,RS,6071,23,4.01,0.04,-1.43,0.02,6077,33,3.88,0.1,-1.46,0.05,0.24,0.02,1
Hivel507,20160528HD144344N402733B0106086_v2.9.7,Gaia DR2 1488634329059921920,223.031711,0.021,40.10125171,0.0232,40,F0,-150,15,7.859,0.043,-40.39,0.049,0.374,0.031,15.49,14.19,13.76,1,-145,2.7,0.2,0.3,-7.7,0,0,1.2,0.1,0.1,2.4,0.2,0.2,8.2,0,0,447,35,45,-58,25,20,-91,13,14,460,36,47,0.98821,0.00871,0.00484,69,37.7,78.9,0.4,0.3,1.6,-0.0002,0.0002,0.0002,620,605,595,568,535,512,490,0.38,0.622,0.002,0.004,0.005,0.015,0.061,0.137,0.272,HVS,6163,120,4.08,0.2,-1.55,0.12,6095,60,3.77,0.22,-1.61,0.11,0.2,0.07,1
Hivel508,20160319HD165921S014115V0115151_v2.9.7,Gaia DR2 4381001748708774912,254.3588152,0.0268,-0.32577129,0.0167,98,G7,-97,10,6.506,0.058,4.452,0.032,0.162,0.027,13.49,18.48,15.89,1,-92,6.2,0.9,1.4,-2.9,0.8,1.2,1.8,0.3,0.4,2.6,0.4,0.6,4.3,0.1,0.3,-94,10,10,435,33,47,-121,20,15,460,34,52,0.91244,0.06734,0.05948,59.1,30.6,83.9,3.6,0.3,0.6,-0.0005,0.0002,0.0002,667,639,643,610,577,570,534,0,0.887,0.002,0.007,0.007,0.021,0.038,0.042,0.089,RS,4886,83,1.86,0.14,-1.71,0.08,4988,47,2.17,0.12,-1.58,0.06,0.28,0.03,0
Hivel509,20160202HD143249N140339B0212204_v2.9.7,Gaia DR2 1234143875955212416,220.1800165,0.0441,15.48641487,0.0432,33,F4,-171,13,-35.857,0.084,10.235,0.086,0.355,0.055,15.63,16.22,15.5,1,-166,2.8,0.4,0.5,-6.9,0.2,0.2,0.3,0,0.1,2.5,0.3,0.4,7.4,0,0.1,-450,69,52,18,38,30,88,34,45,460,54,75,0.98966,0.01319,0.00875,84.7,60.3,971,0.8,0.5,1,-0.0003,0.0002,0.0004,628,611,604,575,542,521,497,0.614,1,0.041,0.05,0.054,0.092,0.145,0.205,0.296,HVS,6156,119,4.06,0.2,-1.15,0.12,6109,48,3.91,0.17,-1.16,0.08,0.25,0.05,0
Hivel510,20150424HD123847N391831B0114039_v2.9.7,Gaia DR2 1532306449878388480,186.7248778,0.0225,39.52757147,0.0167,85,G3,80,7,-33.368,0.041,3.297,0.033,0.317,0.027,14.68,17.34,16.27,1,85,3.2,0.3,0.3,-8.8,0.1,0,0.4,0,0,3.1,0.3,0.3,9.3,0.1,0.1,-455,43,38,55,19,18,31,8,9,460,35,40,0.99109,0.00959,0.00547,236.8,150.4,613,1.2,0.4,4.4,-0.0002,0.0001,0.0002,608,595,583,555,523,499,480,0.365,1,0.001,0.005,0.007,0.024,0.076,0.174,0.308,HVS,5308,54,3.53,0.09,-0.93,0.05,5304,38,3.47,0.11,-0.97,0.06,0.24,0.03,1
Hivel511,20130226HD143120N432256M0108103_v2.9.7,Gaia DR2 1493031825815987968,218.8165501,0.0152,42.48730965,0.0174,23,F0,-372,13,-44.553,0.03,20.723,0.035,0.556,0.022,14.72,14.32,13.59,1,-366,1.8,0.1,0.1,-8,0,0,0.8,0,0,1.6,0.1,0.1,8.2,0,0,-404,16,15,-45,9,8,-211,12,12,460,14,15,0.96101,0.01392,0.01282,179.4,51.8,61.4,4.4,0.3,2.7,-0.0002,0.0001,0.0001,621,605,596,569,537,511,489,0,0.905,0,0,0,0,0,0,0.02,RS,6276,180,4.17,0.28,-1.48,0.17,6262,124,4.09,0.34,-1.44,0.21,0.25,0.11,1
Hivel512,20190330HD170537N293723B0206178_v2.9.7,Gaia DR2 4575543151374176768,258.7293388,0.0121,29.00807055,0.0146,198,A1V,-135,3,2.524,0.025,-20.436,0.03,0.185,0.018,14.09,14.74,13.76,1,-130,5.4,0.5,0.6,-5.4,0.2,0.3,3.5,0.3,0.4,2.9,0.2,0.3,7.1,0.1,0.1,392,39,49,-53,24,20,-230,19,15,459,43,54,0.9717,0.03059,0.01892,89.4,51,601.3,2.3,0.3,1.2,-0.0003,0.0002,0.0003,631,612,606,577,544,525,500,0,0.673,0.004,0.014,0.016,0.04,0.086,0.128,0.236,RS,9968,48,2.61,0.01,-0.76,0.03,8019,53,3.72,0.05,-1.09,0.06,0.18,0.02,1
Hivel513,20190306HD145323N181407B0207056_v2.9.7,Gaia DR2 1187247192475168384,224.8767081,0.0477,16.6330032,0.0411,37,G4,97,7,17.159,0.103,-23.402,0.086,0.349,0.049,16.03,12.29,11.12,1,103,2.9,0.4,0.5,-6.8,0.2,0.2,0.5,0.1,0.1,2.5,0.3,0.4,7.2,0.1,0.1,407,46,58,193,13,10,-86,31,25,459,40,54,0.96378,0.0432,0.02523,55.3,31.9,110.9,3.4,0.2,0.4,-0.0003,0.0002,0.0003,630,612,605,576,544,523,498,0,0.734,0.006,0.011,0.012,0.028,0.068,0.121,0.21,RS,6062,44,4.21,0.08,0.34,0.03,6063,52,4.42,0.11,0.28,0.06,0.06,0.05,0
Hivel514,20180114KII113634N060623B0203207_v2.9.7,Gaia DR2 3910313637038715904,173.3347056,0.0627,6.6671722,0.0416,48,A6IV,6,7,25.436,0.112,-16.968,0.079,0.36,0.069,16.23,16.45,15.85,1,11,2.8,0.5,0.7,-8.5,0.1,0,-1.3,0.3,0.2,2.5,0.4,0.6,8.9,0.2,0.3,415,65,104,195,14,9,38,7,8,459,55,91,0.97105,0.04751,0.02166,138.5,97.3,296.9,3.7,0.7,28.9,-0.0002,0.0002,0.0004,612,599,588,560,528,503,483,0,0.57,0.076,0.08,0.094,0.151,0.209,0.286,0.367,RS,11908,115,4.93,0.02,0.78,0.03,6686,72,3.88,0.18,-1.56,0.11,0.17,0.05,0
Hivel515,20171214HD235310N315436V0111118_v2.9.7,Gaia DR2 2874966759081257728,358.7365162,0.0218,33.94047415,0.0139,120,K7,233,6,23.196,0.038,-18.864,0.024,7.8,0.027,13.04,13.79,12.19,1,239,0.1,0,0,-8.2,0,0,0.1,0,0,0,0,0,8.2,0,0,-65,2,2,439,4,5,-115,3,3,459,5,5,0.92513,0.00991,0.00962,41.8,5,6,8.2,0,0,-0.0003,0,0,623,607,598,574,540,511,489,0,1,0,0,0,0,0,0,0,RS,4171,72,4.49,0.12,-0.48,0.07,4466,28,4.43,0.05,-0.51,0.03,0.13,0.01,1
Hivel516,20161105KP010142N094445B0109189_v2.9.7,Gaia DR2 2582944098604778368,16.6123738,0.0484,10.5648567,0.0411,37,K3,-492,6,113.524,0.109,9.387,0.09,1.661,0.058,16.11,15.05,14.39,1,-486,0.6,0,0,-8.4,0,0,0.3,0,0,-0.5,0,0,8.5,0,0,-75,11,10,-148,7,7,428,5,5,459,7,7,0.92906,0.01354,0.01373,187.7,15.9,16,10.9,0.4,7.1,-0.0002,0,0,620,605,595,571,537,508,487,0,0.997,0,0,0,0,0,0,0,RS,4834,223,4.85,0.35,-1.46,0.21,4870,56,4.71,0.17,-1.28,0.11,0.33,0.05,1
Hivel517,20160205HD123847N391831M0106145_v2.9.7,Gaia DR2 1520968079814522496,192.4978014,0.0525,38.94704033,0.0454,28,A9V,-175,7,-52.829,0.088,-67.348,0.089,0.588,0.085,16.04,14.27,13.23,1,-170,1.7,0.2,0.3,-8.4,0,0,0.3,0,0.1,1.7,0.2,0.3,8.6,0.1,0.1,-37,13,9,-454,119,82,-50,16,20,459,80,118,0.93369,0.21694,0.06044,41.1,29.7,79.3,9,0.5,89,-0.0002,0.0004,0.0006,617,602,592,566,533,507,486,0,0.567,0.099,0.12,0.13,0.179,0.251,0.324,0.396,RS,8801,75,5.49,0.04,0.13,0.11,5917,72,2.95,0.3,-2.09,0.19,0.22,0.08,0
Hivel518,20160118KP114551N063145V0105025_v2.9.7,Gaia DR2 3897377367341812224,176.7297079,0.0481,5.17472409,0.0274,136,G7,266,6,-30.012,0.085,-4.085,0.048,0.27,0.053,12.69,17.85,15.62,1,272,3.7,0.6,1,-8.3,0,0,-1.7,0.4,0.3,3.3,0.5,0.9,9.1,0.2,0.5,-423,113,69,-148,72,44,92,42,26,459,70,124,0.99091,0.01548,0.00651,177.2,156.2,1202.6,1.6,1,6.7,-0.0002,0.0003,0.0007,609,596,585,556,525,501,481,0.372,0.957,0.134,0.145,0.165,0.227,0.291,0.342,0.407,HVS,4932,30,2.36,0.05,-1,0.03,4915,38,2.33,0.09,-1,0.05,0.2,0.02,0
Hivel519,20151221HD113029N182435B0113238_v2.9.7,Gaia DR2 3974373349136229248,174.1903444,0.0318,18.92626386,0.0257,148,F0,119,11,-32.757,0.064,3.832,0.052,0.325,0.035,14.34,14.58,13.66,1,125,3.1,0.3,0.4,-8.8,0.1,0.1,-0.8,0.1,0.1,2.9,0.3,0.4,9.3,0.1,0.2,-451,56,39,80,18,13,-4,19,18,459,37,53,0.98256,0.02508,0.01349,198.5,137.1,611.2,2.8,0.4,7.8,-0.0002,0.0002,0.0003,608,596,584,556,524,499,480,0,0.988,0.01,0.014,0.021,0.042,0.112,0.219,0.33,RS,5892,23,3.93,0.04,-1.91,0.02,5899,41,3.8,0.13,-2.07,0.06,0.26,0.03,0
Hivel520,20150602APO199N71_104157_v2.9.7,Gaia DR2 1687923182415999232,200.7687027,0.016,72.39128541,0.011,87,G7,4,6,-13.034,0.033,-3.385,0.023,0.106,0.014,13.67,14.21,13,1,9,9.5,1.2,1.3,-11.5,0.5,0.4,5.9,0.7,0.8,6.7,0.8,0.9,14.5,1,1.2,-380,56,49,-168,61,53,191,22,26,459,69,79,0.98738,0.0753,0.00549,718.9,645.6,845.3,9.9,2.4,3.2,0,0.0003,0.0004,567,561,541,514,486,458,446,0,0.996,0.12,0.132,0.172,0.259,0.368,0.501,0.556,RS,4782,36,2.01,0.06,-1.06,0.03,4858,43,2.29,0.11,-0.98,0.06,0.18,0.02,0
Hivel521,20131202EG042038S061445B0104119_v2.9.7,Gaia DR2 3202204577972508032,65.3054975,0.0418,-6.47832875,0.0287,23,F0,347,19,45.239,0.085,-31.053,0.05,0.433,0.07,16.35,17.36,14.7,1,352,2.3,0.3,0.5,-10,0.3,0.2,-0.6,0.1,0.1,-1.3,0.3,0.2,10.1,0.3,0.4,-212,15,17,-408,109,79,19,33,41,459,63,102,0.97076,0.12226,0.02334,46.2,36.4,115.4,8.6,1.5,46.2,-0.0001,0.0003,0.0006,603,591,578,553,520,492,474,0,0.571,0.084,0.106,0.131,0.179,0.278,0.376,0.443,RS,6127,356,4.2,0.56,-1.48,0.33,6052,89,4.14,0.29,-1.66,0.16,0.18,0.08,0
Hivel522,20131129GAC107N36V107053_v2.9.7,Gaia DR2 896734887315190272,109.1802592,0.0238,35.07260546,0.0218,114,G4,-259,6,5.051,0.047,-15.866,0.044,0.13,0.026,13.87,14.38,13.21,1,-254,7.8,1.3,1.9,-15.5,1.8,1.2,-0.4,0.1,0.1,2.7,0.4,0.6,15.7,1.2,1.9,278,7,8,-350,151,102,-100,6,5,459,77,124,0.98149,0.09139,0.0099,317.5,283.3,331.2,8.9,2.1,8.8,0,0.0004,0.0007,561,556,534,510,482,451,440,0,0.327,0.221,0.222,0.26,0.32,0.411,0.526,0.564,OUT,4892,39,2.15,0.06,-1.38,0.04,4969,43,2.29,0.1,-1.24,0.06,0.26,0.02,0
Hivel523,20130423Dol-Dzim7_210207_v2.9.7,Gaia DR2 4545949349236510336,255.6970827,0.0179,15.4184335,0.0223,46,G3,-27,9,-3.24,0.037,-24.15,0.046,0.193,0.028,14.36,14.95,13.63,1,-22,5.2,0.6,0.8,-4.6,0.4,0.6,2.6,0.3,0.4,2.7,0.3,0.4,5.9,0,0.1,396,47,67,-185,68,53,-137,23,18,459,65,92,0.98542,0.0108,0.00949,52.6,35.8,406.3,0.3,0.2,0.4,-0.0004,0.0003,0.0005,645,623,621,590,558,542,513,0.606,0.68,0.05,0.07,0.071,0.104,0.148,0.185,0.262,HVS,4987,96,2.52,0.16,-1.07,0.09,5016,62,2.56,0.15,-1.06,0.08,0.21,0.04,0
Hivel524,20130214HD144325N263140F0102130_v2.9.7,Gaia DR2 1279031472518931456,219.5363917,0.1052,24.84304272,0.1265,38,K3,-7,8,-68.646,0.263,39.538,0.287,0.831,0.155,15.85,10.83,10.04,0,-2,1.2,0.2,0.3,-7.8,0.1,0.1,0.3,0,0.1,1.1,0.2,0.2,7.9,0,0,-392,89,64,154,21,16,179,28,41,459,59,88,0.97498,0.05801,0.02289,63,39.4,80,3,0.3,1.6,-0.0003,0.0003,0.0005,625,609,601,575,541,515,492,0.001,1,0.064,0.075,0.087,0.128,0.168,0.241,0.328,RS,4737,34,4.81,0.06,-1.42,0.06,4761,59,4.41,0.16,-1.24,0.1,0.35,0.04,0
Hivel525,20170604HD170353N344724B0216090_v2.9.7,Gaia DR2 1339192694343147008,254.1723156,0.0327,36.23175199,0.0376,35,F0,-520,7,-23.656,0.067,-6.137,0.074,0.245,0.041,16.11,18.51,16.02,0,-515,4.1,0.6,0.8,-6.6,0.2,0.3,2.8,0.4,0.5,2.5,0.3,0.5,7.5,0,0.1,-172,5,6,-422,64,47,32,49,68,458,42,67,0.93013,0.10087,0.06251,57.5,35.4,649.6,7.5,0.1,6.6,-0.0003,0.0002,0.0004,626,609,602,573,541,519,495,0,1,0.028,0.041,0.046,0.071,0.126,0.184,0.273,RS,6223,32,4.06,0.07,-2.04,0.05,6149,70,3.77,0.23,-1.56,0.13,0.17,0.07,0
Hivel526,20170210kp2_01_20301096_v2.9.7,Gaia DR2 3804108716534589312,168.2915021,0.0645,0.23766385,0.0603,111,M0,51,4,-51.672,0.202,-64.991,0.227,0.598,0.097,15.81,14.06,12.92,0,57,1.7,0.2,0.4,-8.4,0,0,-0.9,0.2,0.1,1.4,0.2,0.3,8.6,0.1,0.1,-98,22,14,-301,118,73,-330,85,55,458,90,146,0.96053,0.24319,0.03455,189.2,150.3,1880.3,8.3,0.1,0.6,-0.0002,0.0004,0.0007,618,603,593,567,534,507,486,0,0.464,0.14,0.162,0.175,0.205,0.268,0.343,0.398,OUT,3784,85,4.78,0.14,-0.56,0.08,4142,28,4.57,0.06,-0.98,0.04,0.25,0.01,0
Hivel527,20150210HD121955N054017B0209225_v2.9.7,Gaia DR2 3900361270100613248,185.897386,0.0387,6.18677655,0.027,191,A1V,142,4,-24.996,0.101,-35.922,0.062,0.298,0.047,13.11,13.14,13,0,148,3.3,0.4,0.7,-7.9,0,0.1,-1.2,0.2,0.2,3.1,0.4,0.6,8.6,0.1,0.2,-31,12,8,-445,132,87,-102,49,34,458,91,141,0.95043,0.24306,0.04478,58.1,42,386.3,9.1,0.9,1.7,-0.0002,0.0004,0.0008,615,601,590,562,530,507,486,0,0.532,0.138,0.16,0.175,0.226,0.289,0.345,0.401,RS,10360,33,4.15,0.01,-0.41,0.02,8366,57,3.91,0.04,-0.95,0.06,0.14,0.02,0
Hivel528,20140529KP185111N464417V0201094_v2.9.7,Gaia DR2 2106912978904177024,282.6440816,0.0207,44.74887236,0.0244,134,G7,-294,6,-8.181,0.045,-18.051,0.047,0.185,0.026,12.25,12.86,11.53,1,-289,5.4,0.7,0.9,-6.8,0.2,0.2,4.9,0.6,0.8,1.8,0.2,0.3,8.6,0.2,0.4,425,59,79,-163,25,21,-48,5,6,458,61,81,0.98024,0.0118,0.01275,27.8,18.8,35.6,1.4,0.7,0.7,-0.0002,0.0003,0.0004,617,600,592,565,533,507,486,0.179,0.57,0.047,0.058,0.074,0.107,0.19,0.276,0.35,HVS,4588,37,1.67,0.06,-1.01,0.04,4628,29,1.66,0.07,-1.01,0.05,0.29,0.02,0
Hivel529,20140420HD152043N085449V07039_v2.9.7,Gaia DR2 1162871264500396928,230.911672,0.0272,7.24822342,0.0282,218,G5,-215,4,-21.711,0.057,0.473,0.064,0.189,0.034,11.69,16.3,15.6,0,-209,5.4,0.9,1.2,-4.7,0.6,0.8,0.7,0.1,0.2,4,0.7,0.9,6.3,0,0.1,-408,64,49,-133,81,61,156,53,67,458,76,107,0.95795,0.02947,0.03885,77.3,52.4,1423.2,2.3,0.8,3.1,-0.0004,0.0003,0.0005,637,619,613,581,549,536,509,0.017,0.999,0.064,0.08,0.088,0.139,0.193,0.216,0.28,RS,4768,18,1.47,0.04,-2.42,0.01,4988,34,2.07,0.07,-2.17,0.05,0.23,0.02,0
Hivel530,20140304HD161644N290900B03156_v2.9.7,Gaia DR2 1318487619081478528,243.3657793,0.0215,29.32655371,0.0303,14,F0,55,8,-32.911,0.047,-5.02,0.067,0.273,0.034,15.58,18.19,15.87,1,60,3.7,0.4,0.5,-6.5,0.2,0.2,1.9,0.2,0.3,2.6,0.3,0.4,7.3,0,0,-82,19,15,-133,59,46,430,40,56,458,52,74,0.93437,0.11052,0.05865,163.9,100.1,1443.9,6.4,0,0,-0.0003,0.0002,0.0004,629,612,605,575,543,523,498,0,1,0.02,0.032,0.035,0.067,0.135,0.195,0.286,RS,6265,123,3.92,0.26,-1.56,0.22,5842,243,3.16,0.75,-2.32,0.53,0.31,0.18,0
Hivel531,20170131HD134345N224201B0201105_v2.9.7,Gaia DR2 1249356066002407040,206.1650058,0.0224,20.5877827,0.0191,94,G3,-30,8,5.834,0.053,-26.389,0.038,0.229,0.028,14.09,18.2,15.81,1,-24,4.4,0.5,0.6,-7.2,0.1,0.1,0.1,0,0,4.3,0.5,0.6,8.3,0.1,0.2,431,46,59,-106,48,39,-109,15,12,457,53,70,0.97969,0.01131,0.01319,120.7,75,200.2,1.3,0.5,0.5,-0.0002,0.0003,0.0004,616,602,591,561,529,510,488,0.164,0.551,0.041,0.051,0.058,0.092,0.16,0.224,0.32,HVS,5175,49,3,0.08,-1.01,0.05,5193,40,2.97,0.11,-1.01,0.06,0.21,0.03,0
Hivel532,20160418HD175440N181108V0114085_v2.9.7,Gaia DR2 4551368635893771008,267.3068298,0.0179,18.87964962,0.024,95,G2,-490,8,-28.418,0.041,-8.724,0.048,0.296,0.025,14.01,15.07,14,1,-485,3.4,0.3,0.3,-5.9,0.2,0.2,2.2,0.2,0.2,1.3,0.1,0.1,6.4,0.1,0.1,-202,11,12,-373,31,26,166,26,33,457,26,33,0.89844,0.04595,0.05225,36.6,13,58.8,6.3,0.1,0.2,-0.0004,0.0001,0.0001,642,621,617,590,557,534,507,0,1,0,0,0,0,0.003,0.013,0.07,RS,5193,40,2.9,0.07,-1.42,0.04,5210,39,2.84,0.1,-1.37,0.06,0.25,0.02,1
