ID,specid,Gaia_designation,R.A.,e_R.A.,decl.,e_decl.,S/N_r,Class,RV_LASP,e_RV_LASP,pmra,e_pmra,pmdec,e_pmdec,parallax,e_parallax,G,G_BP,G_RP,astrometric_flag,RV_LASP_Calibrated,r,el_r,eu_r,x,el_x,eu_x,y,el_y,eu_y,z,el_z,eu_z,r_GC,el_r_GC,eu_r_GC,Vx,el_Vx,eu_Vx,Vy,el_Vy,eu_Vy,Vz,el_Vz,eu_Vz,V_GC,el_V_GC,eu_V_GC,e,el_e,eu_e,Zmax,el_Zmax,eu_Zmax,r_min,el_r_min,eu_r_min,E_Phi_Infinity,el_E_Phi_Infinity,eu_E_Phi_Infinity,Vesc(W),Vesc(G),Vesc(Ke),Vesc(Ko),Vesc(P),Vesc(M),Vesc(X),Pgc,PMW,Pub(W),Pub(G),Pub(Ke),Pub(Ko),Pub(P),Pub(M),Pub(X),Origin_Class,Teff_LASP,e_Teff_LASP,log(g)_LASP,e_log(g)_LASP,[Fe/H]_LASP,e_[Fe/H]_LASP,Teff_DD-Payne,e_Teff_DD-Payne,log(g)_DD-Payne,e_log(g)_DD-Payne,[Fe/H]_DD-Payne,e_[Fe/H]_DD-Payne,Alpha_Fe_DD-Payne,e_Alpha_Fe_DD-Payne,conservative_results
Hivel533,20160305HD160042N313405V0215010_v2.9.7,Gaia DR2 1323248882386869120,239.7429612,0.0142,32.76273128,0.0179,179,G2,-299,6,-20.203,0.029,11.814,0.038,0.241,0.021,12.87,18.44,16.12,0,-293,4.2,0.3,0.4,-6.5,0.1,0.2,2.2,0.2,0.2,3.2,0.3,0.3,7.6,0,0.1,-452,33,28,-32,13,11,56,23,27,457,31,37,0.97047,0.01822,0.02131,101.4,44.6,341.1,2.6,0.3,2.8,-0.0003,0.0001,0.0002,625,608,600,571,538,518,495,0,1,0,0,0,0.008,0.028,0.063,0.158,RS,5274,23,2.59,0.04,-1.04,0.02,5287,31,2.45,0.08,-1.05,0.05,0.22,0.02,0
Hivel534,20150319HD110103N000249B0113010_v2.9.7,Gaia DR2 3804407027783578112,167.3602322,0.069,0.91556228,0.0603,19,Non,153,14,-58.915,0.159,-15.609,0.123,0.508,0.097,16.15,18.42,15.47,0,158,2,0.3,0.5,-8.5,0.1,0,-1.1,0.3,0.2,1.6,0.3,0.4,8.7,0.1,0.2,-414,98,72,-127,73,50,-142,65,48,457,92,128,0.97624,0.03228,0.02089,138.2,98.5,175.6,2.7,1.5,62,-0.0002,0.0004,0.0007,616,601,591,565,532,505,485,0.102,0.554,0.127,0.145,0.158,0.197,0.274,0.343,0.396,RS,5862,287,4.21,0.46,-1.44,0.27,5737,110,4.4,0.37,-1.42,0.2,0.26,0.13,0
Hivel535,20131026GAC061N24B103015_v2.9.7,Gaia DR2 65888444751187584,60.1743241,0.0543,23.64301468,0.0193,67,A6V,176,6,73.801,0.121,-52.277,0.047,0.665,0.05,15,13.82,12.79,1,182,1.5,0.1,0.1,-9.6,0.1,0.1,0.3,0,0,-0.5,0,0,9.6,0.1,0.1,-306,13,12,-336,47,45,39,8,8,457,41,43,0.95982,0.06075,0.03168,33.1,20.4,70.6,7.2,1,26.2,-0.0002,0.0002,0.0002,608,596,583,560,526,496,478,0,0.712,0.003,0.004,0.009,0.02,0.081,0.189,0.314,RS,6269,20,3.96,0.05,-2.08,0.04,6342,47,4.26,0.12,-2.54,0.11,0.2,0.04,1
Hivel536,20130429HD164538N551850M0106034_v2.9.7,Gaia DR2 1426437773775389440,254.3175921,0.0182,55.2498875,0.0198,30,G3,-15,8,-11.453,0.035,10.645,0.045,0.154,0.018,14.62,14.78,14.14,1,-10,6.5,0.7,0.9,-7.6,0.1,0.1,5.1,0.6,0.7,4,0.5,0.5,10,0.4,0.5,-372,52,43,92,22,18,248,29,34,457,47,57,0.98671,0.01515,0.0097,127.2,56.3,691.9,3.5,2,0.7,-0.0002,0.0002,0.0003,601,589,576,548,517,493,475,0.064,1,0.019,0.025,0.036,0.079,0.168,0.273,0.372,RS,5197,184,3.01,0.29,-1.06,0.17,5154,86,2.79,0.23,-1.09,0.12,0.23,0.06,0
Hivel537,20130413HD165712N321400M0103035_v2.9.7,Gaia DR2 1313253325258442752,253.06107,0.0118,31.93462003,0.0133,75,G7,-465,8,-3.528,0.024,-12.417,0.03,0.128,0.016,14.01,17.03,14.52,1,-459,7.8,0.8,1,-4.5,0.4,0.5,5,0.5,0.7,4.8,0.5,0.6,8.3,0.4,0.5,169,40,50,-344,40,34,-245,7,7,457,37,48,0.97878,0.02648,0.01218,131.2,73.8,685.9,2.5,0.6,1.5,-0.0002,0.0002,0.0003,615,600,591,560,529,510,489,0,0.613,0.013,0.018,0.022,0.054,0.11,0.162,0.257,RS,4860,51,2.03,0.08,-1.39,0.05,4967,48,2.25,0.11,-1.28,0.07,0.23,0.02,0
Hivel538,20130220HD132759N524444F0116228_v2.9.7,Gaia DR2 1563756085910081664,200.2151161,0.0229,54.78573062,0.0226,45,A7V,-75,7,-26.634,0.042,7.286,0.042,0.252,0.03,15.23,15.53,13.19,1,-70,4,0.4,0.6,-9,0.1,0.1,1.7,0.2,0.2,3.5,0.4,0.5,9.8,0.2,0.3,-452,68,49,19,28,20,-61,6,6,457,47,67,0.98179,0.0331,0.01365,276.4,165.6,438.5,4.7,2,17,-0.0002,0.0002,0.0003,603,592,579,551,519,495,476,0,0.897,0.039,0.045,0.058,0.097,0.179,0.27,0.368,RS,6168,21,3.82,0.05,-2.5,0,6261,65,3.97,0.21,-2.74,0.23,0.3,0.07,0
Hivel539,20180225HD161327N394927V0213248_v2.9.7,Gaia DR2 1380602398188565376,245.5143629,0.0123,40.40764667,0.0124,105,G2,-135,11,-8.022,0.023,3.306,0.026,0.076,0.015,13.5,15.94,15.24,1,-129,13.1,2,2.9,-4.1,0.6,0.9,8.3,1.3,1.9,9.2,1.4,2.1,13.1,1.6,2.4,-365,78,53,-59,50,38,265,56,81,456,77,116,0.9862,0.12612,0.00698,1089.2,1022.4,1830.8,11.4,3.7,5.4,0,0.0004,0.0008,575,567,550,520,492,467,454,0,0.981,0.182,0.195,0.237,0.305,0.396,0.471,0.502,RS,4988,73,1.98,0.12,-1.47,0.07,5236,42,2.2,0.1,-1.28,0.06,0.3,0.02,0
Hivel540,20150312HD152148N325601B0115151_v2.9.7,Gaia DR2 1278823046346776192,229.8714766,0.0117,34.2330965,0.0145,157,G3,35,6,-15.567,0.025,-0.169,0.032,0.128,0.019,14.15,14.07,12.78,1,40,7.8,1,1.3,-5.8,0.3,0.4,3.4,0.4,0.6,6.6,0.8,1.1,9.4,0.5,0.8,-268,51,38,-119,66,50,348,38,53,456,62,88,0.97982,0.06679,0.01562,369,300.6,2139.8,5,1,2,-0.0001,0.0003,0.0005,603,592,579,548,517,498,479,0,1,0.089,0.101,0.116,0.171,0.253,0.315,0.396,RS,5016,20,2.4,0.03,-1.56,0.02,5142,34,2.67,0.08,-1.44,0.05,0.23,0.02,0
Hivel541,20141123HD093120N125131V0101246_v2.9.7,Gaia DR2 589402489494411392,142.1111835,0.0433,10.63874239,0.0254,155,A6V,441,4,-17.355,0.057,21.611,0.051,0.908,0.053,13.55,15.94,16.38,0,446,1.1,0.1,0.1,-8.8,0,0,-0.6,0,0,0.7,0,0,8.9,0,0,-351,8,8,114,6,7,268,3,3,456,7,7,0.96406,0.00724,0.00571,176.4,14.9,24.5,4.4,0.1,3.4,-0.0002,0,0,615,601,590,566,532,504,483,0,1,0,0,0,0,0,0,0.001,RS,6244,10,3.96,0.02,-2.27,0.02,6320,35,3.95,0.1,-2.15,0.08,0.27,0.03,0
Hivel542,20131124EG002616N034932V0107007_v2.9.7,Gaia DR2 2547416232213419392,7.2875788,0.0213,1.95378854,0.016,15,F0,93,8,18.829,0.052,-5.404,0.034,0.165,0.024,13.71,17.58,15.26,1,99,6.1,0.8,1,-9.3,0.2,0.1,2.8,0.4,0.5,-5.3,0.9,0.7,11.1,0.5,0.7,-397,64,52,-94,61,52,-200,22,17,456,59,81,0.98614,0.0375,0.00973,234.1,192.2,1249.5,4,1.4,2.5,-0.0001,0.0003,0.0005,591,582,566,538,507,483,467,0.008,0.999,0.083,0.093,0.118,0.17,0.263,0.352,0.436,RS,6612,74,4.09,0.11,-0.93,0.11,6210,158,2.63,0.38,-1.37,0.24,0.39,0.13,0
Hivel543,20130413HD125932N280356F0101163_v2.9.7,Gaia DR2 3958381570986583808,194.7028888,0.0684,26.50644292,0.0479,16,G7,-465,8,-34.007,0.134,-33.745,0.107,0.789,0.089,17.21,14.41,13.29,1,-459,1.3,0.1,0.2,-8.2,0,0,0,0,0,1.3,0.1,0.2,8.3,0,0,-57,7,7,-36,35,31,-449,7,8,456,9,9,0.92209,0.01658,0.01729,190,30.1,22.5,11.5,3.1,0.7,-0.0003,0,0,621,605,596,570,537,510,489,0,0.979,0,0,0,0,0,0,0.002,RS,5160,88,4.27,0.22,-2.31,0.12,5166,143,4.41,0.49,-2.32,0.28,0.27,0.14,0
Hivel544,20130412HD165204N145827M0112140_v2.9.7,Gaia DR2 4558514121443993728,253.8157201,0.0162,16.70941718,0.0166,39,G0,-89,9,-2.898,0.032,-16.625,0.034,0.131,0.026,14.95,14.06,13.05,1,-83,7.6,1.3,2.1,-3,0.9,1.4,3.8,0.6,1,4.2,0.7,1.1,6.4,0.3,0.9,363,70,113,-235,120,79,-145,31,20,456,100,161,0.96639,0.02362,0.02946,88.3,68,570.5,1.1,0.5,1,-0.0004,0.0004,0.0009,636,616,612,580,547,535,508,0.291,0.629,0.152,0.174,0.179,0.224,0.274,0.3,0.356,HVS,4997,192,2.43,0.3,-1.42,0.18,5213,92,2.95,0.26,-1.25,0.13,0.24,0.07,0
Hivel545,20190506HD140207N433332M0203011_v2.9.7,Gaia DR2 1499432254799677824,209.9623882,0.033,43.06776823,0.0349,37,F7,60,12,-56.57,0.057,7.371,0.063,0.511,0.05,16.59,18.59,16.3,1,65,2,0.2,0.2,-8.1,0,0,0.7,0.1,0.1,1.9,0.2,0.2,8.4,0,0,-414,45,38,-11,30,27,188,15,17,455,38,49,0.98841,0.00884,0.00744,75,28.9,64.6,1.3,0.9,2.5,-0.0002,0.0002,0.0002,619,604,594,567,534,509,488,0.446,1,0.006,0.008,0.009,0.025,0.065,0.135,0.243,HVS,5749,121,4.14,0.2,-1.33,0.12,5823,43,4.44,0.14,-1.3,0.08,0.21,0.05,1
Hivel546,20181031NT212020N164841M0111241_v2.9.7,Gaia DR2 1785504976820834048,319.932961,0.0404,18.35895714,0.0249,396,G7,-183,6,40.055,0.07,6.809,0.063,0.441,0.046,11.78,17.64,18.14,0,-178,2.3,0.2,0.3,-7.4,0.1,0.1,2,0.2,0.2,-0.8,0.1,0.1,7.7,0,0,-394,40,35,123,6,6,-188,29,26,455,41,48,0.98544,0.0119,0.00978,102.8,50.9,69.5,0.6,0.2,4.9,-0.0003,0.0002,0.0002,628,610,603,577,544,517,494,0.655,1,0.001,0.003,0.004,0.009,0.035,0.105,0.209,HVS,4921,13,2.26,0.02,-1.24,0.01,5031,26,2.35,0.07,-1.19,0.04,0.24,0.01,0
Hivel547,20180224HD150403N104406V0211037_v2.9.7,Gaia DR2 1181043649086820224,226.6183887,0.02,12.88727794,0.0174,56,F5,19,13,-16.123,0.038,1.363,0.039,0.136,0.023,13.74,16.13,16.28,1,24,7.3,1,1.4,-4.2,0.5,0.8,1.1,0.1,0.2,6,0.8,1.2,7.4,0.3,0.6,-316,67,48,-83,65,46,316,42,59,455,67,98,0.97638,0.02294,0.02061,180.1,139.9,2166.5,2.2,1.2,2.3,-0.0003,0.0003,0.0005,622,608,598,565,534,521,497,0.132,0.999,0.082,0.098,0.106,0.151,0.234,0.274,0.338,RS,5574,156,2.93,0.26,-1.01,0.15,5567,52,2.56,0.17,-1.13,0.09,0.32,0.03,0
Hivel548,20170220HD110344N254628B0109023_v2.9.7,Gaia DR2 3996552972569480192,166.7011934,0.0582,25.8113757,0.0422,21,G7,69,10,-59.546,0.104,-124.922,0.081,0.939,0.065,15.87,15.06,14.17,1,75,1.1,0.1,0.1,-8.6,0,0,-0.2,0,0,1,0.1,0.1,8.6,0,0,-36,5,4,-445,51,44,-83,15,14,455,44,53,0.92476,0.10679,0.06426,31.5,17.4,63.3,8.7,0.2,2.1,-0.0003,0.0002,0.0003,618,603,593,567,534,506,486,0,0.668,0,0.002,0.003,0.022,0.076,0.164,0.279,RS,5276,376,4.57,0.59,-1.34,0.35,5311,73,4.57,0.22,-1.22,0.13,0.26,0.08,1
Hivel549,20170126HD133001N190343B0208098_v2.9.7,Gaia DR2 1248680690985095168,203.9932633,0.0268,18.82114381,0.0212,128,G2,-17,8,12.131,0.076,-32.544,0.04,0.313,0.038,15.02,15.4,14.47,1,-12,3.2,0.3,0.4,-7.5,0.1,0.1,0,0,0,3.1,0.3,0.4,8.1,0,0.1,441,41,60,-27,38,28,-110,17,13,455,44,65,0.98744,0.00943,0.00544,82.2,44.7,251.8,0.5,0.4,0.5,-0.0002,0.0002,0.0003,620,605,595,566,534,512,490,0.515,0.609,0.017,0.023,0.031,0.07,0.128,0.196,0.289,HVS,5256,23,3.03,0.04,-1.5,0.02,5388,34,3.52,0.08,-1.41,0.06,0.28,0.02,0
Hivel550,20160601HD141728N151548V0215224_v2.9.7,Gaia DR2 1232224918927138048,214.1133996,0.0365,16.5111166,0.026,29,G0,-91,11,6.341,0.056,-32.374,0.051,0.284,0.042,13.9,18.48,16.29,1,-85,3.5,0.4,0.6,-6.9,0.2,0.2,0.2,0,0,3.3,0.4,0.5,7.6,0,0.1,388,51,68,-97,57,42,-216,26,21,455,58,83,0.98139,0.0122,0.01188,86.2,54.9,859.8,1.2,0.6,0.8,-0.0003,0.0003,0.0004,624,608,600,570,538,518,495,0.23,0.648,0.051,0.063,0.066,0.108,0.162,0.236,0.321,HVS,5218,445,2.92,0.7,-1.54,0.41,5348,76,3.14,0.25,-1.32,0.14,0.24,0.07,0
Hivel551,20160518HD175048N221858V0113139_v2.9.7,Gaia DR2 4577663593912862720,269.6804477,0.0083,23.07946625,0.0148,72,G5,-251,7,-4.754,0.017,-10.336,0.028,0.089,0.016,13.35,12.82,11.36,1,-246,11.2,1.7,2.7,-1.3,1.1,1.6,7.8,1.2,1.9,4.1,0.6,1,9,1.1,2,309,67,109,-330,98,63,-50,6,8,455,90,142,0.96907,0.06973,0.02487,41.7,23.8,35.5,4.6,2.1,455.8,-0.0002,0.0004,0.0007,610,594,586,556,525,503,483,0.028,0.518,0.167,0.19,0.208,0.252,0.315,0.382,0.42,RS,4800,132,1.78,0.21,-1.36,0.12,4789,57,1.78,0.13,-1.36,0.08,0.31,0.03,0
Hivel552,20150422HD184021N334104V0114202_v2.9.7,Gaia DR2 2094516363259433472,277.9197225,0.0123,34.3333297,0.0142,63,G6,-330,7,-11.62,0.025,7.524,0.027,0.14,0.017,13.86,18.15,15.42,1,-325,7.1,0.8,1,-5.1,0.3,0.4,6,0.7,0.8,2.3,0.3,0.3,8.2,0.3,0.5,-284,22,19,-108,13,12,337,49,59,455,49,62,0.93421,0.0946,0.05749,145.2,92,1213.9,7.3,0.6,0.7,-0.0003,0.0002,0.0003,620,602,595,567,535,511,489,0,1,0.018,0.029,0.037,0.073,0.123,0.198,0.297,RS,5001,50,2.17,0.13,-2.11,0.05,5086,68,2.28,0.19,-2.15,0.11,0.24,0.07,0
Hivel553,20140122HD095348N144420B0107229_v2.9.7,Gaia DR2 614809832389895808,149.3992756,0.0374,12.82873374,0.0304,161,A7V,-40,10,17.989,0.072,-43.724,0.062,0.381,0.047,13.75,13.66,12.47,0,-35,2.6,0.3,0.4,-9.5,0.2,0.1,-1.2,0.2,0.1,2,0.2,0.3,9.8,0.2,0.3,416,41,60,-178,69,45,-46,7,8,455,53,84,0.97094,0.04161,0.02086,34,22.3,65.4,3.8,0.9,1,-0.0002,0.0003,0.0004,605,593,580,554,522,495,476,0.001,0.538,0.048,0.055,0.075,0.128,0.208,0.314,0.393,RS,7131,24,4.27,0.04,-0.87,0.02,7222,38,4.15,0.05,-0.87,0.06,0.19,0.02,0
Hivel554,20120514VB3_238N28_V104097_v2.9.7,Gaia DR2 1319850910420860544,238.4105678,0.0147,28.31942624,0.019,117,G7,-142,6,-3.475,0.033,-20.912,0.042,0.168,0.026,12.79,16.25,15.48,0,-136,5.9,0.8,1.1,-5.5,0.4,0.5,2.7,0.4,0.5,4.6,0.6,0.8,7.7,0.2,0.4,381,59,80,-230,80,56,-97,5,5,455,76,108,0.97696,0.01496,0.01736,86.6,60.9,117.4,1.1,0.5,4.1,-0.0003,0.0003,0.0006,622,606,598,566,535,518,494,0.285,0.588,0.087,0.103,0.118,0.162,0.231,0.277,0.341,HVS,4770,40,1.92,0.07,-1.38,0.04,4871,41,2.13,0.09,-1.28,0.06,0.27,0.02,0
Hivel555,20180320HD170238N204332V0107116_v2.9.7,Gaia DR2 4560768670036836864,256.7627848,0.0081,19.33098714,0.0097,28,G5,-207,6,-1.211,0.017,-12.256,0.019,0.099,0.013,13.06,13.72,12.29,1,-202,10.1,1.2,1.6,-1.6,0.8,1.1,5.5,0.6,0.9,5.2,0.6,0.8,7.8,0.6,1.1,307,49,70,-244,63,46,-228,22,16,454,66,90,0.96649,0.039,0.02662,118.4,81.4,818.1,2.6,0.9,1.2,-0.0003,0.0003,0.0005,620,603,595,564,532,516,493,0.014,0.596,0.07,0.077,0.089,0.146,0.22,0.265,0.339,RS,4502,156,1.4,0.25,-1.11,0.15,4546,110,1.86,0.28,-1.02,0.17,0.17,0.08,0
Hivel556,20180204HD145243N315530V0206218_v2.9.7,Gaia DR2 1288192672123497472,225.4546995,0.0121,31.01196036,0.0172,28,A1IV,-377,7,10.253,0.026,-5.303,0.037,0.258,0.025,14.5,14.03,13.23,0,-371,3.8,0.3,0.4,-7,0.1,0.1,1.4,0.1,0.2,3.4,0.3,0.4,7.9,0,0.1,77,16,21,178,7,7,-409,12,10,454,13,16,0.93276,0.02359,0.02938,166.1,45.6,126.4,7.3,0.6,2.2,-0.0003,0.0001,0.0001,621,606,597,567,535,515,492,0,0.902,0,0,0,0,0,0.001,0.018,RS,10302,184,2.4,0.05,-0.69,0.1,7623,265,4.21,0.29,-1.43,0.24,0.14,0.08,0
Hivel557,20180114KII113634N060623B0211147_v2.9.7,Gaia DR2 3911135384541380992,173.9910065,0.0338,8.25687525,0.0251,168,F2,113,9,-26.842,0.066,-42.373,0.051,0.349,0.042,14.32,13.34,13.33,1,119,2.9,0.3,0.4,-8.5,0,0,-1.2,0.2,0.1,2.6,0.3,0.4,9,0.1,0.2,-44,7,6,-412,87,68,-183,39,35,454,74,94,0.92744,0.16673,0.06545,82.6,51.8,579.7,8.9,0.2,1.3,-0.0002,0.0003,0.0005,612,598,587,560,527,503,483,0,0.595,0.064,0.075,0.09,0.139,0.215,0.296,0.375,RS,5355,22,3.15,0.04,-1.71,0.02,5448,30,3.18,0.09,-1.58,0.05,0.21,0.02,0
Hivel558,20160305HD160042N313405V0204038_v2.9.7,Gaia DR2 1321524641996311552,239.789718,0.0093,32.04533801,0.012,181,G6,-171,5,-4.942,0.019,-12.658,0.028,0.104,0.014,13.16,14.2,13.49,1,-166,9.6,1.1,1.4,-4.3,0.5,0.6,4.9,0.6,0.7,7.3,0.9,1.1,9.8,0.7,1,335,46,59,-306,71,56,-9,14,17,454,71,90,0.96191,0.0935,0.03081,233.6,167.1,284.3,8.6,3.8,66.8,-0.0002,0.0003,0.0005,600,589,575,544,514,494,476,0,0.518,0.089,0.096,0.119,0.181,0.272,0.337,0.399,RS,4572,26,1.32,0.04,-1.15,0.02,4725,29,1.97,0.07,-0.97,0.05,0.18,0.02,0
Hivel559,20150422HD113356N364856B0106127_v2.9.7,Gaia DR2 4032329706548084608,176.0017285,0.0391,36.49099335,0.0264,75,A3IV,-65,22,9.956,0.08,-25.021,0.057,0.224,0.045,15.25,16.06,13.61,0,-59,4.5,0.7,1.1,-9.5,0.3,0.2,0.1,0,0,4.3,0.7,1.1,10.4,0.5,0.8,423,65,99,-147,102,64,79,30,43,454,82,134,0.971,0.06871,0.02293,280.2,219.7,769.2,23.9,20,9.4,-0.0001,0.0004,0.0007,597,587,572,544,513,489,471,0.013,0.518,0.155,0.17,0.19,0.236,0.319,0.39,0.443,RS,7311,58,4.31,0.1,-1.1,0.06,7637,81,4.26,0.1,-1.11,0.08,0.22,0.03,0
Hivel560,20140111HD123751N041718B08008_v2.9.7,Gaia DR2 3704026082934394880,190.2048452,0.029,3.61034792,0.0207,101,G0,-48,9,11.906,0.068,-22.394,0.038,0.25,0.037,14.61,13.4,13.06,1,-43,4,0.5,0.7,-7.5,0.1,0.1,-1.4,0.3,0.2,3.7,0.5,0.7,8.5,0.1,0.2,406,49,72,60,38,26,-193,28,24,454,50,74,0.98827,0.01472,0.00512,110.4,74.5,780.6,0.6,0.3,1.6,-0.0002,0.0002,0.0004,615,601,591,562,530,508,487,0.427,0.58,0.037,0.05,0.057,0.09,0.161,0.215,0.302,HVS,5313,32,3.27,0.05,-1.4,0.03,5352,37,3.14,0.1,-1.4,0.06,0.25,0.03,0
Hivel561,20140105EG023131N032619B0412232_v2.9.7,Gaia DR2 18141941858375296,39.1036765,0.0528,5.61085332,0.0439,7,F5,301,8,2.004,0.089,-65.751,0.091,0.701,0.069,15.41,16.79,15.92,1,306,1.4,0.1,0.1,-9.1,0.1,0.1,0.2,0,0,-1,0.1,0.1,9.2,0.1,0.1,-1,17,21,-29,36,29,-452,26,23,454,23,30,0.93786,0.05195,0.04466,239.9,93.9,708.4,9.1,0.1,0.1,-0.0002,0.0001,0.0001,612,598,587,562,529,501,481,0,1,0.001,0.001,0.001,0.004,0.022,0.082,0.181,RS,5782,115,2.99,0.31,-2.41,0.13,6062,275,3.93,0.88,-1.35,0.46,0.35,0.25,1
Hivel562,20130603HD174640N254456B0111171_v2.9.7,Gaia DR2 4594700560941675392,266.1044374,0.0152,27.91026168,0.0237,35,A1V,-139,7,-11.242,0.032,-28.02,0.044,0.243,0.025,13.43,16.6,15.74,0,-134,4.1,0.4,0.5,-5.9,0.2,0.3,2.9,0.3,0.3,1.8,0.2,0.2,6.9,0,0,398,44,54,-218,43,39,-19,5,5,454,56,68,0.98537,0.01049,0.00679,56.3,37.7,77.3,0.8,0.6,55,-0.0004,0.0002,0.0003,635,615,611,582,550,528,502,0.599,0.738,0.009,0.017,0.019,0.034,0.09,0.142,0.234,HVS,9969,163,4.38,0.05,-0.8,0.1,8305,309,4.09,0.26,-1.1,0.29,0.17,0.1,0
Hivel563,20161229HD111027N474752B0104067_v2.9.7,Gaia DR2 789579920049947648,168.2815741,0.0375,48.02222718,0.0592,35,F0,-445,15,-16.913,0.065,-4.763,0.107,0.34,0.067,16.34,18.61,16.3,0,-439,2.9,0.5,0.7,-9.5,0.3,0.2,0.5,0.1,0.1,2.6,0.4,0.7,9.9,0.3,0.5,22,49,31,35,37,24,-449,22,19,453,17,21,0.94788,0.03507,0.0329,320.9,134.7,649.5,12.9,3.5,1.5,-0.0002,0.0001,0.0001,604,592,579,552,520,494,476,0,0.635,0.002,0.002,0.002,0.007,0.021,0.068,0.166,RS,6167,179,4.09,0.28,-1.67,0.17,6166,83,4.22,0.25,-1.76,0.16,0.23,0.09,0
Hivel564,20160315HIP74385B0116095_v2.9.7,Gaia DR2 1264406937077924352,226.2860072,0.0162,23.66676978,0.0196,36,G0,42,10,9.858,0.047,-29.13,0.047,0.305,0.029,14.7,18.87,16.57,1,48,3.3,0.3,0.3,-6.8,0.1,0.1,0.9,0.1,0.1,2.8,0.2,0.3,7.5,0,0,443,36,43,53,24,18,-82,15,15,453,34,43,0.97539,0.01791,0.012,65.5,32.7,68.2,1.7,0.2,0.6,-0.0003,0.0001,0.0002,627,610,602,573,541,520,496,0,0.773,0.001,0.003,0.006,0.015,0.033,0.07,0.158,RS,5248,194,2.94,0.3,-1.62,0.18,5384,87,3.32,0.29,-1.54,0.14,0.2,0.09,1
Hivel565,20140502HD141644N531548B0106139_v2.9.7,Gaia DR2 1605397791005540992,217.6904328,0.0178,52.98654165,0.0185,55,F2,-58,11,-14.339,0.035,-8.421,0.035,0.12,0.023,14.85,12.8,11.85,1,-52,8.3,1.3,1.8,-8.5,0.1,0,4.4,0.7,1,7.1,1.1,1.6,11.9,0.9,1.4,-105,28,20,-327,121,87,294,51,79,453,99,144,0.98383,0.26253,0.00983,1080.6,1033.2,1879.6,12.7,2.6,3.2,0,0.0005,0.0008,584,576,559,530,501,476,461,0,0.994,0.194,0.205,0.235,0.286,0.365,0.427,0.468,RS,5490,82,2.82,0.14,-0.99,0.08,5470,43,2.4,0.13,-1.18,0.07,0.26,0.03,0
Hivel566,20140304HD161644N290900B12055_v2.9.7,Gaia DR2 1319060876956649216,245.074981,0.0143,30.96288361,0.0206,53,G7,-355,8,7.251,0.031,73.274,0.045,1.463,0.022,14.87,18.66,16.1,1,-349,0.7,0,0,-7.9,0,0,0.4,0,0,0.5,0,0,7.9,0,0,-334,5,5,201,5,6,-229,6,6,453,5,5,0.94323,0.00675,0.00652,114.7,12,15.2,4.6,0.1,0.1,-0.0003,0,0,626,609,601,576,543,514,492,0,1,0,0,0,0,0,0,0,RS,5270,92,4.29,0.15,-1.35,0.09,5355,48,4.47,0.13,-1.35,0.08,0.3,0.04,1
Hivel567,20130411HD170956N262719M0113170_v2.9.7,Gaia DR2 4574342862635194368,258.8817557,0.0204,27.2626295,0.0245,28,A3IV,-282,8,-48.039,0.046,-1.991,0.048,0.399,0.031,15.47,13.38,11.95,1,-277,2.5,0.2,0.2,-6.8,0.1,0.1,1.6,0.1,0.1,1.3,0.1,0.1,7.1,0.1,0.1,-184,6,6,-265,30,24,316,33,40,453,38,47,0.91725,0.0793,0.06532,102.1,54.3,327.4,6.5,0.2,0,-0.0003,0.0002,0.0002,633,614,609,581,549,524,499,0,1,0.003,0.003,0.003,0.007,0.026,0.075,0.155,RS,6897,42,4.21,0.06,-2.05,0.07,7431,417,4.11,0.45,-1.66,0.48,0.15,0.11,1
Hivel568,20170318HD113019N471440V0213223_v2.9.7,Gaia DR2 787165667398595712,175.4488222,0.0231,47.71369815,0.0266,91,A2IV,141,5,-0.934,0.046,15.637,0.051,0.42,0.039,13.71,13.68,13.69,0,146,2.4,0.2,0.3,-9.1,0.1,0.1,0.5,0,0.1,2.2,0.2,0.2,9.3,0.1,0.2,-104,8,6,432,13,18,80,8,7,452,13,17,0.93984,0.02908,0.0273,70.6,26.1,66.3,10.3,1,1,-0.0002,0.0001,0.0001,609,596,584,557,525,499,480,0,1,0,0,0,0,0.001,0.016,0.067,RS,9609,63,3.64,0.07,-0.87,0.04,8471,80,4.28,0.07,-0.99,0.08,0.12,0.03,0
Hivel569,20161128EG224206S032824M0104099_v2.9.7,Gaia DR2 2625246979554805120,340.6890181,0.0538,-3.83968209,0.0498,80,F5,-50,10,-14.204,0.103,-39.796,0.091,0.348,0.061,16.07,18.77,16.42,1,-45,2.9,0.4,0.6,-7.4,0.1,0.2,1.6,0.2,0.3,-2.2,0.5,0.3,7.9,0,0.1,418,61,86,-151,80,57,-85,26,22,452,76,113,0.97201,0.01702,0.02235,156.8,112.6,701.5,2.1,1.2,16.4,-0.0003,0.0003,0.0006,623,607,598,570,538,514,492,0.167,0.992,0.078,0.102,0.116,0.151,0.222,0.264,0.348,HVS,6126,36,4.2,0.06,-1.11,0.03,6085,29,4.1,0.1,-1.22,0.05,0.2,0.03,0
