	ID	Origin_Class	G	G_BP	G_RP	Class	r	x	y	z	r_GC	Teff_LASP	Teff_DD-Payne	e_Teff_LASP	e_Teff_DD-Payne	[Fe/H]_LASP	[Fe/H]_DD-Payne	RV_LASP	V_GC	Vx	Vy	Vz	RV_LASP_Calibrated	Vesc(W)	Vesc(G)	Vesc(Ke)	Vesc(Ko)	Vesc(P)	Vesc(M)	Vesc(X)	Pgc	PMW	Pub(W)	Pub(G)	Pub(Ke)	Pub(Ko)	Pub(P)	Pub(M)	Pub(X)	Mabs	Luminosity	L_Lsun	Mass
90	Hivel91	HRS	13.59	14.04	12.97	G3	6.6	-7.7	1.2	6.5	10.1	4993	5079	29	39	-1.3	-1.16	42	561	-513	-143	170	48	598	588	573	543	512	491	474	0.002	0.992	0.381	0.405	0.457	0.556	0.6940000000000001	0.769	0.8240000000000001	-0.5077196777093445	4.563583310491951e+28	118.8742722191183	7.79354998738691e+30
91	Hivel92	OUT	13.36	13.98	12.61	G5	15.4	-7.0	10.5	11.2	16.9	4443	4478	77	30	-0.91	-0.9	-279	560	411	-350	152	-274	552	547	525	498	472	444	434	0.0	0.07200000000000001	0.523	0.541	0.595	0.685	0.784	0.855	0.877	-2.5776036041823165	3.070856721285822e+29	799.9105812153743	1.343672683966543e+31
92	Hivel93	OUT	14.31	14.04	12.8	G3	8.0	-8.8	4.4	6.6	11.9	4995	5067	38	47	-1.18	-1.14	-223	560	558	22	-47	-217	584	576	559	530	501	476	461	0.0	0.040999999999999995	0.4	0.424	0.503	0.633	0.782	0.8740000000000001	0.9229999999999999	-0.2054499349597183	3.4546025248862332e+28	89.9870415443145	7.197641505136605e+30
93	Hivel94	HRS	15.76	18.61	16.46	A6IV	4.1	-7.0	2.3	3.1	8.0	6549	6699	211	114	-1.22	-1.34	-48	559	-361	-154	397	-42	621	605	596	567	535	514	491	0.0	1.0	0.254	0.302	0.348	0.462	0.623	0.733	0.8190000000000001	2.6960807164013225	2.3866340124385982e+27	6.216811702106273	3.354182655113083e+30
94	Hivel95	OUT	14.1	18.34	16.32	G2	6.4	-3.2	0.4	3.9	5.1	5148	5313	163	63	-1.47	-1.32	150	558	469	-70	-293	155	652	630	628	595	562	555	523	0.15	0.231	0.2	0.248	0.257	0.358	0.486	0.511	0.6659999999999999	0.06910013008056382	2.682736759350473e+28	69.88113465356794	6.695963251932779e+30
95	Hivel96	OUT	13.57	15.22	14.64	G7	9.2	-4.3	5.1	6.6	9.4	4690	4833	31	40	-1.33	-1.21	-194	557	444	-332	-59	-189	603	592	579	548	517	498	479	0.006	0.127	0.363	0.392	0.43200000000000005	0.5379999999999999	0.664	0.735	0.8059999999999999	-1.2489391367277758	9.032204600442975e+28	235.27493098314602	9.472096645963848e+30
96	Hivel97	OUT	13.54	13.91	12.98	F2	2.5	-8.3	-0.5	2.5	8.7	5313	5408	47	42	-1.88	-1.8	50	557	-72	-542	-103	56	614	600	590	562	530	505	485	0.0	0.03	0.17300000000000001	0.243	0.31	0.469	0.716	0.867	0.94	1.5502999566398117	6.856431310010262e+27	17.859940896093416	4.534538372476997e+30
97	Hivel98	OUT	16.5	14.91	13.58	F0	2.2	-9.6	0.4	-1.7	9.7	5868	5864	190	55	-2.01	-1.93	-268	557	-31	-508	223	-262	606	594	581	555	523	495	477	0.0	0.156	0.355	0.384	0.423	0.505	0.612	0.703	0.767	4.787886595888969	3.475869588642325e+26	0.9054101559370474	1.9342970957146044e+30
98	Hivel99	HRS	15.01	18.11	17.48	G2	4.2	-10.2	2.7	-2.4	10.8	5344	5336	38	37	-1.07	-1.08	-90	556	-470	-288	-58	-84	596	585	570	545	513	485	469	0.0	0.998	0.373	0.401	0.449	0.536	0.6579999999999999	0.745	0.804	1.8937535480104977	4.997084494817349e+27	13.016630619477338	4.1426786139705295e+30
99	Hivel100	HRS	13.9	15.1	14.07	G2	10.0	-1.8	5.5	5.4	7.9	4819	5247	58	44	-2.02	-1.65	-189	554	-423	87	347	-184	618	602	594	562	531	515	492	0.001	1.0	0.278	0.315	0.34600000000000003	0.469	0.594	0.652	0.7559999999999999	-1.0999999999999996	7.8744116045113425e+28	205.11621788255647	9.108031102245141e+30
100	Hivel101	RS	13.3	16.96	14.84	G2	8.2	-1.3	3.0	3.4	4.7	5017	5182	42	34	-1.08	-1.05	-209	553	-223	-247	439	-204	658	633	634	601	568	563	528	0.0	1.0	0.259	0.302	0.304	0.37799999999999995	0.451	0.47100000000000003	0.5760000000000001	-1.2690692619185828	9.201228519825807e+28	239.6777421158064	9.522406265469642e+30
101	Hivel102	OUT	14.11	13.69	12.42	G3	9.9	-4.8	5.1	7.8	10.4	5040	5189	37	33	-1.44	-1.27	-204	553	446	-322	-60	-199	594	585	570	539	509	488	471	0.001	0.107	0.359	0.384	0.43700000000000006	0.565	0.68	0.743	0.8079999999999999	-0.8681759729877498	6.3604596421205805e+28	165.68011571035638	8.569003702192442e+30
102	Hivel103	OUT	13.42	16.8	14.11	G6	9.2	-1.2	2.7	5.3	6.1	4696	4826	77	52	-1.35	-1.22	71	553	415	-353	-82	77	636	619	613	579	547	539	511	0.004	0.382	0.317	0.34600000000000003	0.363	0.433	0.513	0.526	0.604	-1.3989391367277761	1.037035842209941e+29	270.1317640557283	9.853464987737883e+30
103	Hivel104	HRS	14.99	19.54	16.98	F3	3.6	-8.4	3.3	-1.5	9.2	5888	5892	128	59	-1.87	-2.0	-96	553	-459	-30	-305	-91	611	597	587	561	528	501	481	0.0	1.0	0.259	0.308	0.35200000000000004	0.457	0.61	0.735	0.818	2.2084874961635634	3.7395824560161144e+27	9.741032706475943	3.813393730995145e+30
104	Hivel105	OUT	13.62	13.79	12.29	G0	6.2	-3.8	1.3	4.2	5.8	5049	5273	49	43	-2.16	-1.88	-140	552	121	-533	-68	-135	642	623	618	585	553	543	514	0.0	0.285	0.24600000000000002	0.287	0.303	0.396	0.49700000000000005	0.528	0.632	-0.3419584474912707	3.9174322212318258e+28	102.04303780233982	7.460899409123009e+30
105	Hivel106	HVS	13.98	14.61	13.22	K1	5.4	-3.5	2.3	1.5	4.5	5031	5035	213	86	-1.27	-1.34	63	552	423	-337	-107	69	669	639	644	613	582	567	531	0.295	0.395	0.14400000000000002	0.20800000000000002	0.195	0.272	0.381	0.434	0.585	0.3180312008851569	2.1330725738296804e+28	55.5632345358083	6.271389814416936e+30
107	Hivel108	OUT	13.29	16.68	14.9	A3IV	5.8	-4.6	2.2	4.0	6.5	10789	7762	236	511	0.37	-1.13	-64	551	451	-40	-311	-58	635	617	611	579	547	533	506	0.0	0.175	0.145	0.198	0.221	0.35600000000000004	0.518	0.5770000000000001	0.7390000000000001	-0.5271399678146871	4.6459453749379785e+28	121.01967634639173	7.833480867050833e+30
109	Hivel110	HRS	13.0	17.18	15.66	G3	4.5	-6.5	1.4	3.9	7.7	4925	5067	16	34	-1.53	-1.37	-279	550	-157	-524	41	-273	622	607	598	568	536	517	494	0.0	0.987	0.184	0.22399999999999998	0.24600000000000002	0.385	0.563	0.6659999999999999	0.7859999999999999	-0.266062568876718	3.6529450529442273e+28	95.15355699255608	7.313367037420724e+30
110	Hivel111	RS	14.27	14.23	13.24	G2	4.7	-4.5	1.1	2.7	5.3	5165	5206	121	54	-1.16	-1.16	196	550	421	-349	37	201	652	629	628	596	564	551	520	0.0	0.7170000000000001	0.168	0.218	0.222	0.319	0.435	0.496	0.631	0.9095107103214115	1.2371256970940318e+28	32.22520700948247	5.367426896010708e+30
111	Hivel112	HRS	16.35	19.45	16.83	F6	2.3	-7.3	0.2	2.1	7.6	5511	5599	505	85	-1.5	-1.65	181	549	135	-484	223	186	627	610	602	574	541	518	495	0.0	0.998	0.29100000000000004	0.33	0.35200000000000004	0.431	0.528	0.612	0.701	4.541360819912036	4.3618807096089823e+26	1.1362023208150516	2.0639423106262894e+30
113	Hivel114	OUT	13.68	15.38	14.38	F5	6.4	-4.1	2.0	4.5	6.4	6169	5752	29	30	-0.92	-1.28	127	549	518	-166	-78	133	635	617	611	578	546	534	507	0.0	0.231	0.2	0.237	0.26	0.37799999999999995	0.512	0.564	0.713	-0.3508998699194361	3.9498268715275394e+28	102.88686823463244	7.478475264572931e+30
116	Hivel117	HRS	17.37	17.82	16.73	K0	1.9	-8.2	0.6	1.9	8.4	4837	5032	149	160	-0.99	-1.04	208	548	464	48	289	214	619	604	594	567	534	509	488	0.0	1.0	0.184	0.233	0.264	0.395	0.595	0.779	0.898	5.976231995235857	1.163389966657514e+26	0.303045055133502	1.4148561175939603e+30
118	Hivel119	HRS	14.27	18.03	15.85	F0	3.8	-7.1	2.2	3.0	8.0	6105	6062	82	48	-1.6	-1.69	-93	548	365	-354	205	-88	621	605	596	568	535	514	491	0.0	1.0	0.102	0.142	0.182	0.359	0.605	0.767	0.905	1.371082016915949	8.086960192864559e+27	21.065277918376033	4.7535178778571957e+30
120	Hivel121	RS	14.05	15.79	13.58	A3IV	7.6	-2.0	2.8	3.4	4.8	10505	7967	54	49	0.08	-0.87	-218	546	-151	-379	360	-213	657	632	633	600	567	560	526	0.0	1.0	0.225	0.261	0.264	0.344	0.435	0.45299999999999996	0.552	-0.35406796140395613	3.961368981997414e+28	103.1875223234544	7.484712605140014e+30
121	Hivel122	OUT	13.7	14.17	13.08	G7	4.9	-6.4	-0.8	4.5	7.9	4963	5016	72	51	-0.93	-0.97	3	546	487	-94	-227	9	619	605	595	564	533	515	492	0.091	0.18	0.28600000000000003	0.321	0.34700000000000003	0.445	0.5479999999999999	0.622	0.731	0.24901959985743005	2.2730567162557974e+28	59.20960448699655	6.386322359257551e+30
122	Hivel123	OUT	15.32	14.34	11.87	A2V	2.6	-6.4	0.5	1.9	6.7	12572	6516	295	47	1.0	-2.99	-92	546	269	-450	-148	-87	637	617	612	584	551	530	504	0.0	0.233	0.163	0.221	0.235	0.335	0.473	0.573	0.7070000000000001	3.245133260145911	1.4393446837427018e+27	3.7492698195954723	2.90293857663441e+30
123	Hivel124	OUT	13.86	14.28	13.28	G2	6.7	-5.6	0.0	6.3	8.4	4980	5357	88	52	-1.78	-1.39	50	545	353	-407	-76	55	612	600	588	556	525	509	487	0.0	0.26	0.349	0.37200000000000005	0.40299999999999997	0.475	0.557	0.601	0.6609999999999999	-0.27037401350413326	3.667479690510156e+28	95.53216177416401	7.321669256894092e+30
124	Hivel125	HRS	14.89	13.53	12.28	A1V	4.8	-12.8	1.4	-0.6	12.9	11394	7462	80	57	0.31	-1.38	164	545	-325	-390	-196	170	581	573	555	532	500	469	455	0.0	1.0	0.386	0.41	0.465	0.534	0.62	0.723	0.769	1.4837938131220643	7.289547779024443e+27	18.988142169899564	4.614597043377091e+30
126	Hivel127	OUT	14.51	18.68	16.58	F7	9.9	-3.8	7.3	5.1	9.7	5586	5483	74	45	-0.97	-1.24	-267	543	430	-328	-26	-261	602	589	578	548	517	495	477	0.024	0.237	0.36	0.384	0.41100000000000003	0.485	0.5660000000000001	0.634	0.688	-0.4681759729877495	4.400362969698991e+28	114.62263531385756	7.712870592042308e+30
127	Hivel128	HVS	13.94	18.77	16.42	A1V	5.1	-3.8	1.0	2.6	4.7	10320	8492	41	72	-0.48	-0.99	153	543	436	-250	-206	158	661	636	637	605	572	563	528	0.314	0.39	0.154	0.20199999999999999	0.19899999999999998	0.273	0.39299999999999996	0.425	0.565	0.40214911951031773	1.9740514352260919e+28	51.42098033930951	6.134092488521829e+30
128	Hivel129	HRS	15.0	15.63	14.67	F5	2.5	-8.1	1.4	-2.0	8.5	5915	5749	52	41	-1.19	-1.39	-302	543	309	-437	-88	-296	618	603	593	566	533	508	487	0.0	1.0	0.20800000000000002	0.253	0.282	0.381	0.54	0.655	0.7509999999999999	3.0102999566398125	1.7868912798906808e+27	4.654574836912428	3.087990378560127e+30
129	Hivel130	HRS	16.37	18.42	16.16	F0	3.3	-10.1	0.1	2.7	10.4	13760	6210	794	199	0.37	-2.47	68	543	92	-508	168	74	598	588	573	547	515	488	471	0.0	0.9840000000000001	0.361	0.385	0.415	0.483	0.584	0.662	0.7140000000000001	3.777430300610563	8.81548055620975e+26	2.296296055277351	2.5235034289807548e+30
130	Hivel131	HVS	14.23	13.99	12.87	G2	6.8	-3.1	1.5	4.2	5.5	5251	5214	71	47	-1.26	-1.3	-118	542	323	-182	-394	-112	646	626	622	589	556	549	518	0.324	0.345	0.207	0.252	0.261	0.342	0.46	0.47700000000000004	0.585	0.06745543646881913	2.686803698982027e+28	69.98707212769021	6.698861928025748e+30
131	Hivel132	HRS	14.72	14.83	14.54	A7V	10.7	-5.2	8.6	5.8	11.6	7141	6848	43	77	-0.8	-0.86	-540	540	-129	-490	186	-534	587	576	562	534	504	479	463	0.0	0.9440000000000001	0.342	0.376	0.42	0.527	0.6629999999999999	0.7709999999999999	0.83	-0.42691888842604797	4.236289852875652e+28	110.34878491470832	7.629585589958091e+30
132	Hivel133	OUT	13.22	13.69	12.58	G2	5.6	-4.7	1.1	4.3	6.5	4932	5097	35	40	-1.67	-1.48	-59	539	206	-496	-24	-54	634	617	610	578	546	533	506	0.0	0.308	0.24100000000000002	0.27899999999999997	0.293	0.38	0.474	0.518	0.611	-0.520940135031001	4.619491434035067e+28	120.33059218637842	7.820710947214896e+30
134	Hivel135	OUT	13.85	17.54	15.15	F7	8.1	-2.2	2.8	4.6	5.8	5714	5523	227	81	-1.0	-1.25	108	539	449	106	-278	113	641	622	618	584	552	544	514	0.0	0.26899999999999996	0.198	0.237	0.245	0.34600000000000003	0.456	0.48100000000000004	0.613	-0.6924250943932488	5.409886452881766e+28	140.91915740770426	8.181718173603225e+30
135	Hivel136	HVS	13.8	14.96	13.71	F2	5.7	-4.4	3.9	1.8	6.1	5283	5449	34	35	-1.88	-1.84	-134	538	434	-285	-141	-129	645	622	620	591	559	538	510	0.242	0.358	0.151	0.195	0.196	0.29100000000000004	0.42	0.49700000000000005	0.628	0.020625721637543393	2.8052257932729763e+28	73.07178414360449	6.78192517563424e+30
137	Hivel138	OUT	14.75	14.39	14.09	F7	7.4	-6.0	3.4	6.2	9.3	5246	5398	48	43	-2.22	-2.06	-298	538	205	-496	-3	-293	605	594	581	550	519	500	480	0.0	0.21899999999999997	0.3	0.324	0.364	0.461	0.5760000000000001	0.637	0.708	0.4038414013451188	1.9709769782166377e+28	51.34089549926121	6.13136141148902e+30
138	Hivel139	HRS	16.82	14.37	13.03	F0	2.5	-7.2	1.9	1.3	7.5	5922	5946	59	125	-1.88	-1.43	-160	537	-471	208	150	-155	629	611	604	577	544	519	496	0.0	1.0	0.13	0.16899999999999998	0.20199999999999999	0.303	0.452	0.6	0.759	4.830299956639813	3.342705604066883e+26	0.8707230018408135	1.912828079922042e+30
140	Hivel141	HRS	15.21	14.17	13.68	A6IV	5.6	-5.1	1.7	4.3	6.9	8658	7604	34	74	-0.17	-0.84	18	536	-350	-32	405	23	630	613	606	574	542	528	502	0.035	1.0	0.24100000000000002	0.27	0.287	0.37799999999999995	0.473	0.526	0.62	1.4690598649689992	7.389144611427485e+27	19.247576481967922	4.632523843173619e+30
141	Hivel142	HRS	11.96	14.94	13.56	K3	6.9	-7.1	6.0	3.1	9.9	4506	5137	27	34	-2.39	-1.92	-208	536	-87	-212	484	-202	603	590	578	551	519	494	476	0.0	1.0	0.23199999999999998	0.267	0.315	0.42700000000000005	0.5770000000000001	0.687	0.782	-2.2342454536862757	2.238289686512671e+29	583.0397724700889	1.2275877806391936e+31
142	Hivel143	OUT	14.1	14.92	13.47	G7	8.6	-3.9	6.2	4.1	8.4	4973	5004	201	302	-1.46	-1.62	-213	535	406	-342	61	-207	615	599	591	561	529	509	487	0.022000000000000002	0.27399999999999997	0.298	0.337	0.355	0.42700000000000005	0.518	0.5920000000000001	0.6679999999999999	-0.5724922562178403	4.844121355506866e+28	126.18185349067116	7.927530209868036e+30
143	Hivel144	OUT	13.96	15.0	14.65	G5	4.6	-4.5	0.5	2.6	5.2	4966	5101	114	48	-1.68	-1.52	-113	534	203	-370	-326	-107	654	630	630	598	566	553	521	0.0	0.37200000000000005	0.10099999999999999	0.153	0.157	0.244	0.365	0.402	0.5820000000000001	0.646210841592131	1.5766444830710454e+28	41.06914516986313	5.752512243147437e+30
144	Hivel145	OUT	14.6	16.3	15.2	F2	8.0	-3.2	4.3	4.5	7.0	5437	5473	22	30	-1.03	-1.1	50	533	509	-73	-134	55	628	610	604	572	540	526	501	0.0	0.319	0.201	0.23199999999999998	0.24600000000000002	0.341	0.466	0.522	0.62	0.08455006504028084	2.6448319712799614e+28	68.8937736723095	6.668794805910123e+30
145	Hivel146	HVS	15.91	17.16	14.72	F5	4.4	-5.2	2.6	1.9	6.2	6092	6102	251	67	-1.26	-1.29	-40	533	461	-148	-223	-34	644	622	620	590	558	538	510	0.258	0.38299999999999995	0.19699999999999998	0.247	0.254	0.33299999999999996	0.424	0.485	0.597	2.6927366175690626	2.3939962461731035e+27	6.235989179924729	3.357135662640879e+30
146	Hivel147	OUT	14.54	13.3	11.4	G2	7.2	-6.1	3.6	5.9	9.2	5041	5137	30	38	-1.35	-1.33	-140	533	498	-178	-68	-135	606	594	582	551	520	500	481	0.001	0.16399999999999998	0.214	0.25	0.29600000000000004	0.408	0.562	0.652	0.74	0.2533375178436561	2.26403483630316e+28	58.974598497086745	6.379069885826658e+30
147	Hivel148	HVS	13.56	16.05	15.32	G9	8.5	-1.0	4.1	2.3	4.8	4539	4707	140	60	-1.46	-1.18	-234	533	199	-361	-336	-229	661	633	637	605	573	561	527	0.374	0.41	0.226	0.26	0.259	0.325	0.381	0.419	0.52	-1.0870946285714638	7.781368159329809e+28	202.69258034201118	9.077151947205945e+30
148	Hivel149	RS	13.39	13.93	12.72	G6	6.0	-4.6	2.0	4.3	6.6	4803	4813	27	31	-0.87	-0.81	-423	532	-507	-147	51	-418	633	615	609	577	545	532	505	0.0	1.0	0.094	0.132	0.145	0.262	0.426	0.505	0.703	-0.5007562519182169	4.534408188940545e+28	118.11430552072272	7.779281824344355e+30
149	Hivel150	HRS	12.25	18.09	15.97	G3	3.9	-8.4	-2.5	3.0	9.3	4851	4842	96	48	-1.14	-1.11	124	532	513	106	92	129	608	596	584	556	524	500	480	0.0	0.688	0.21	0.245	0.282	0.39399999999999996	0.547	0.7	0.8	-0.705323035132496	5.4745361283190355e+28	142.6031812534263	8.209535139770391e+30
150	Hivel151	RS	15.23	13.34	12.19	Non	5.4	-4.8	1.0	4.0	6.3	4989	5110	304	143	-1.33	-1.27	-207	532	-413	-247	225	-202	637	619	613	581	548	535	508	0.001	1.0	0.218	0.256	0.268	0.35	0.445	0.488	0.588	1.568031200885157	6.745367747739464e+27	17.570637529928273	4.513429399241222e+30
151	Hivel152	HVS	14.62	18.12	15.75	G3	6.0	-3.8	1.7	3.6	5.5	5194	5202	36	35	-0.96	-0.99	67	532	449	-217	-185	73	647	626	623	591	558	548	518	0.349	0.41	0.193	0.233	0.24100000000000002	0.319	0.41200000000000003	0.439	0.55	0.7292437480817817	1.4605640704336444e+28	38.045430331691705	5.628181270962852e+30
152	Hivel153	OUT	13.91	14.22	13.11	G3	11.2	-6.0	5.6	9.4	12.5	4930	4984	62	56	-1.31	-1.24	-270	532	418	-321	-63	-265	579	572	554	524	495	472	457	0.003	0.17600000000000002	0.35	0.377	0.425	0.523	0.595	0.677	0.73	-1.3360901133509078	9.787102967916113e+28	254.93886345183938	9.69183991850733e+30
153	Hivel154	HRS	16.6	14.11	12.44	F5	2.2	-9.0	0.1	2.1	9.3	5877	5886	48	111	-1.7	-1.5	138	531	414	40	332	144	610	597	585	558	526	500	480	0.0	1.0	0.21	0.244	0.27399999999999997	0.39	0.529	0.6659999999999999	0.7559999999999999	4.88788659588897	3.170030741029363e+26	0.8257438762775106	1.884059475237495e+30
154	Hivel155	HRS	13.87	14.27	13.3	F2	7.7	-2.9	3.3	4.6	6.4	5388	5449	41	34	-1.14	-1.19	-136	531	-199	-279	404	-130	635	616	611	578	546	535	508	0.0	1.0	0.22899999999999998	0.275	0.287	0.35700000000000004	0.442	0.48700000000000004	0.586	-0.5624536258624104	4.7995394139364245e+28	125.0205630095448	7.906615757637788e+30
155	Hivel156	HRS	15.47	14.21	13.36	A7V	3.3	-7.0	0.2	3.1	7.7	6220	6364	30	127	-2.5	-2.66	-102	530	-495	-144	119	-97	624	608	599	570	538	517	494	0.085	1.0	0.252	0.281	0.299	0.368	0.47200000000000003	0.55	0.627	2.8774303006105626	2.0195099249824178e+27	5.260510354213123	3.1978717469599684e+30
156	Hivel157	OUT	14.4	15.55	14.45	F2	7.7	-3.5	5.1	3.2	7.0	5532	5466	115	58	-0.97	-1.22	-134	529	445	-266	-108	-129	631	611	607	576	544	526	501	0.033	0.317	0.245	0.28	0.294	0.371	0.457	0.513	0.606	-0.0324536258624093	2.945774934565078e+28	76.73287143956964	6.877319566937386e+30
157	Hivel158	HRS	14.77	18.58	16.42	G3	4.0	-8.1	1.0	3.9	9.1	5299	5262	55	41	-0.87	-0.92	-31	529	-520	-63	65	-25	609	596	584	555	524	501	482	0.032	1.0	0.139	0.16899999999999998	0.218	0.34299999999999997	0.536	0.6759999999999999	0.812	1.759700043360187	5.653769449536682e+27	14.727193148050748	4.2914261461924367e+30
159	Hivel160	HRS	15.96	15.58	14.69	F6	1.8	-9.3	-0.4	1.3	9.4	5702	5861	295	70	-1.66	-1.56	244	528	-81	-520	13	250	609	596	584	559	526	498	479	0.0	0.66	0.21	0.24100000000000002	0.278	0.381	0.512	0.634	0.7240000000000001	4.68363747448347	3.82615995765982e+26	0.9966553679759885	1.9880960618834855e+30
160	Hivel161	HVS	14.23	18.67	16.42	G3	8.1	-2.7	4.0	4.4	6.5	4923	4964	30	42	-1.21	-1.2	-190	527	354	-230	-316	-184	634	615	610	577	545	533	506	0.28	0.402	0.20199999999999999	0.245	0.258	0.33799999999999997	0.43	0.474	0.575	-0.31242509439324806	3.8123094872450437e+28	99.30475350989956	7.403139692881641e+30
162	Hivel163	OUT	13.95	15.32	14.31	F2	7.5	-10.0	1.2	7.2	12.4	5648	5536	57	38	-0.93	-1.17	-189	527	523	-65	2	-184	580	574	555	527	497	472	458	0.0	0.138	0.331	0.342	0.40299999999999997	0.504	0.621	0.735	0.807	-0.4253063169585012	4.2300026446440935e+28	110.18501288471201	7.626348644269615e+30
164	Hivel165	OUT	16.8	17.22	16.19	F5	1.4	-8.1	-0.6	1.2	8.2	5301	5270	296	97	-1.43	-1.24	197	526	-135	-490	-127	202	621	605	596	570	537	511	489	0.0	0.358	0.23800000000000002	0.262	0.285	0.35100000000000003	0.462	0.542	0.625	6.06935982160881	1.067761317849827e+26	0.278135274251062	1.3806039029441813e+30
165	Hivel166	HRS	15.84	13.54	12.86	F5	1.3	-9.1	0.5	-0.7	9.1	5354	5566	212	65	-2.26	-2.45	79	526	-255	-380	-258	85	613	599	588	563	530	501	481	0.0	1.0	0.059000000000000004	0.096	0.124	0.25	0.475	0.7290000000000001	0.847	5.270283238465815	2.2289730457590773e+26	0.5806129319507886	1.7036961220767377e+30
166	Hivel167	HRS	14.98	18.54	16.31	G3	8.8	-4.7	6.5	4.8	9.4	5070	5126	51	42	-1.18	-1.12	-108	525	-437	254	142	-103	606	592	581	552	520	499	480	0.066	0.996	0.243	0.26899999999999996	0.294	0.396	0.517	0.623	0.7190000000000001	0.2575866392491566	2.255191658079881e+28	58.74424741025999	6.371941005054906e+30
168	Hivel169	OUT	13.57	13.55	12.11	G0	4.2	-5.9	1.3	3.2	6.8	5070	5290	65	48	-1.8	-1.58	-20	525	469	-14	-234	-15	633	615	609	578	546	528	503	0.0	0.24	0.057999999999999996	0.087	0.099	0.19399999999999998	0.36700000000000005	0.47200000000000003	0.669	0.45375354801049816	1.8824207130412817e+28	49.03414204327382	6.051355551135373e+30
169	Hivel170	OUT	16.57	15.98	13.79	G7	1.3	-8.2	-0.3	1.3	8.4	5409	5375	210	64	-1.79	-1.96	45	525	-109	-501	-108	50	620	604	595	569	536	509	488	0.0	0.336	0.217	0.247	0.27899999999999997	0.35600000000000004	0.474	0.5710000000000001	0.648	6.000283238465816	1.1379018846704184e+26	0.2964058048112577	1.405929564116651e+30
170	Hivel171	HRS	12.74	13.2	12.12	G6	3.5	-7.4	-0.6	3.4	8.2	4947	5048	41	39	-1.38	-1.25	376	525	443	68	272	382	618	604	594	565	533	511	490	0.0	1.0	0.006999999999999999	0.015	0.02	0.096	0.376	0.7120000000000001	0.953	0.019659778248621862	2.8077226198643028e+28	73.13682260652	6.783649295682858e+30
172	Hivel173	HRS	13.85	12.23	11.01	F2	1.8	-8.4	0.0	1.8	8.6	5806	5766	26	27	-1.02	-1.1	40	524	-523	-22	-10	46	617	602	592	566	533	507	486	0.025	1.0	0.004	0.01	0.021	0.102	0.397	0.715	0.925	2.573637474483469	2.6715488656206266e+27	6.95897073618293	3.464018654981813e+30
173	Hivel174	HRS	15.37	14.6	13.36	A1IV	5.0	-9.6	1.2	4.7	10.8	7697	7911	311	237	-0.71	-0.93	77	524	-504	-131	32	83	594	585	569	541	510	486	469	0.013999999999999999	0.8170000000000001	0.281	0.305	0.354	0.441	0.551	0.6409999999999999	0.7090000000000001	1.8751499783199055	5.083444902750186e+27	13.241586097291448	4.1630091419988513e+30
174	Hivel175	HVS	13.14	16.41	15.36	G3	7.9	-3.1	-0.7	6.1	6.9	4813	4964	34	37	-1.37	-1.2	59	524	438	17	-291	64	627	612	603	570	538	528	502	0.17800000000000002	0.327	0.217	0.243	0.262	0.344	0.456	0.488	0.604	-1.3481354564522068	9.896287296635161e+28	257.78294599205947	9.722609495801882e+30
177	Hivel178	OUT	13.55	17.2	14.88	A9V	8.4	-4.5	6.1	4.5	8.8	6178	5905	36	96	-2.21	-2.36	-315	523	398	-211	-267	-309	611	596	587	557	525	505	484	0.013999999999999999	0.215	0.22	0.254	0.27899999999999997	0.373	0.493	0.589	0.6920000000000001	-1.0713964303094077	7.669670107994161e+28	199.7830192236041	9.039731383993883e+30
178	Hivel179	HRS	15.94	18.22	16.16	F0	5.9	-7.7	4.0	4.3	9.6	6121	6111	37	92	-2.36	-2.56	-109	522	-488	-17	181	-104	604	591	579	550	519	496	477	0.013000000000000001	0.998	0.267	0.29600000000000004	0.326	0.40700000000000003	0.51	0.604	0.6679999999999999	2.085739941789278	4.187184864074909e+27	10.906967606342562	3.9385824392575334e+30
179	Hivel180	OUT	15.86	16.11	15.43	F0	3.1	-6.0	0.2	2.2	6.4	6272	6283	194	75	-1.45	-1.65	-45	522	266	-385	-229	-40	640	620	615	586	553	534	507	0.0	0.442	0.19	0.222	0.231	0.297	0.377	0.45	0.544	3.403191530828636	1.2443469848016834e+27	3.2413310362117307	2.784671976428267e+30
180	Hivel181	HVS	13.78	18.54	15.95	G5	7.0	-4.3	4.7	3.4	7.2	4818	4829	25	30	-0.86	-0.76	-217	522	400	-324	-87	-212	628	610	604	574	542	524	499	0.251	0.318	0.132	0.17800000000000002	0.187	0.272	0.39299999999999996	0.49200000000000005	0.62	-0.44549020007128526	4.30937405029799e+28	112.252514985621	7.666963310529462e+30
181	Hivel182	OUT	13.61	18.01	15.62	F5	5.4	-7.6	1.0	5.3	9.3	5826	5615	51	60	-0.65	-0.95	-130	522	486	-163	-101	-124	606	594	581	551	520	499	480	0.024	0.187	0.16	0.185	0.231	0.348	0.514	0.616	0.736	-0.05196879911484409	2.9992014112226487e+28	78.12454835172308	6.912728666417787e+30
182	Hivel183	OUT	13.93	14.38	13.31	G3	6.4	-7.5	1.2	6.3	9.9	5015	5089	37	38	-1.32	-1.25	-74	521	463	-237	-16	-68	600	590	576	545	515	494	476	0.0	0.228	0.203	0.22699999999999998	0.284	0.397	0.526	0.626	0.7120000000000001	-0.10089986991943611	3.1374590063270006e+28	81.72594442112532	7.002314827686989e+30
