	ID	Origin_Class	G	G_BP	G_RP	Class	r	x	y	z	r_GC	Teff_LASP	Teff_DD-Payne	e_Teff_LASP	e_Teff_DD-Payne	[Fe/H]_LASP	[Fe/H]_DD-Payne	RV_LASP	V_GC	Vx	Vy	Vz	RV_LASP_Calibrated	Vesc(W)	Vesc(G)	Vesc(Ke)	Vesc(Ko)	Vesc(P)	Vesc(M)	Vesc(X)	Pgc	PMW	Pub(W)	Pub(G)	Pub(Ke)	Pub(Ko)	Pub(P)	Pub(M)	Pub(X)	Mabs	Luminosity	L_Lsun	Mass
400	Hivel401	RS	13.73	14.19	13.11	G6	5.5	-6.1	-0.3	5.1	8.0	4847	5012	139	63	-1.82	-1.71	23	473	-188	-425	77	29	618	604	594	562	531	514	491	0.0	0.9179999999999999	0.127	0.141	0.154	0.217	0.292	0.34700000000000003	0.42100000000000004	0.02818655252878166	2.7857586717750335e+28	72.5646958003395	6.768444918439984e+30
401	Hivel402	RS	15.98	13.17	12.23	A0III	2.5	-6.7	0.9	1.7	6.9	11976	6233	243	96	0.85	-2.64	-113	473	53	396	-254	-107	635	616	610	582	550	527	502	0.0	0.7340000000000001	0.001	0.004	0.006	0.022000000000000002	0.052000000000000005	0.11	0.23199999999999998	3.990299956639813	7.245996659139578e+26	1.8874698252512578	2.386030212475738e+30
402	Hivel403	RS	13.7	14.05	13.18	F5	5.1	-5.5	0.1	4.3	7.0	5536	5599	36	35	-1.23	-1.37	287	473	32	-321	347	293	629	613	605	573	541	526	501	0.0	0.998	0.1	0.11699999999999999	0.132	0.19399999999999998	0.262	0.299	0.385	0.16214911951031752	2.462399216568648e+28	64.14168316146518	6.533996406983428e+30
403	Hivel404	HVS	14.18	15.96	15.31	G3	5.3	-3.8	1.3	2.7	4.8	5088	5172	68	45	-1.38	-1.35	-24	473	305	-224	-282	-18	659	634	635	603	570	560	526	0.345	0.6890000000000001	0.06	0.084	0.084	0.124	0.168	0.185	0.297	0.5586206519960548	1.7091093549095723e+28	44.519649776232676	5.8866451761937e+30
404	Hivel405	RS	15.34	14.58	13.29	A9V	3.5	-5.6	0.9	2.2	6.0	6147	6010	63	171	-2.18	-1.85	-443	473	-281	-369	-87	-438	645	623	620	590	558	540	511	0.0	0.754	0.025	0.036000000000000004	0.036000000000000004	0.064	0.106	0.13699999999999998	0.23600000000000002	2.6196597782486215	2.5606734632210174e+27	6.67015749731966	3.422319330393503e+30
405	Hivel406	RS	15.38	18.46	16.22	F6	3.2	-11.1	-0.4	1.4	11.2	5802	5700	171	50	-1.83	-1.76	70	473	47	-470	17	75	594	584	568	544	512	482	466	0.0	0.6659999999999999	0.162	0.182	0.222	0.27399999999999997	0.36200000000000004	0.45899999999999996	0.528	2.854250108400471	2.0630895000564474e+27	5.374028392957665	3.217438148700045e+30
406	Hivel407	RS	13.23	13.49	12.35	G3	8.8	-2.9	5.6	4.1	7.5	4628	4847	29	37	-1.67	-1.4	-454	472	-392	-191	179	-449	624	606	599	569	537	519	495	0.0	1.0	0.031	0.038	0.047	0.086	0.17600000000000002	0.249	0.34	-1.4924133607508434	1.1302732684123573e+29	294.4186685106427	1.0098845921675347e+31
407	Hivel408	OUT	13.35	13.77	12.76	G2	3.8	-7.8	1.5	3.5	8.7	5059	5231	30	39	-1.72	-1.52	-117	472	451	-138	3	-112	613	600	588	560	528	505	485	0.015	0.45	0.0	0.0	0.0	0.006999999999999999	0.047	0.154	0.34600000000000003	0.45108201691594907	1.8870582461385331e+28	49.15494259282452	6.055611272718139e+30
408	Hivel409	RS	13.99	15.51	12.84	G2	4.9	-4.0	0.9	2.3	4.7	4914	5091	22	33	-1.67	-1.45	169	472	382	-254	-107	174	662	636	638	606	574	563	528	0.086	0.7440000000000001	0.048	0.06	0.057999999999999996	0.095	0.14400000000000002	0.152	0.253	0.539019599857431	1.7402445092822797e+28	45.330672291802024	5.917087333106362e+30
410	Hivel411	RS	15.68	18.26	16.07	A6V	3.0	-8.4	1.7	2.4	8.9	6322	6524	25	106	-2.23	-1.81	115	471	-232	-124	390	120	612	599	588	561	528	503	483	0.0	1.0	0.006999999999999999	0.013999999999999999	0.02	0.046	0.12300000000000001	0.243	0.381	3.2943937264016867	1.3755000849793892e+27	3.582964534981478	2.8655505832203487e+30
411	Hivel412	OUT	14.11	18.54	16.17	F9	9.9	-4.3	8.7	2.6	10.1	4985	5068	23	28	-0.75	-0.65	-13	471	457	74	-86	-7	601	586	577	550	518	492	474	0.0	0.429	0.126	0.14400000000000002	0.16	0.21600000000000003	0.303	0.4	0.486	-0.8681759729877498	6.3604596421205805e+28	165.68011571035638	8.569003702192442e+30
412	Hivel413	RS	16.74	14.84	13.78	G3	1.3	-8.0	0.1	1.3	8.1	5304	5231	250	62	-1.4	-1.41	-140	471	-123	-450	-50	-134	623	607	598	572	539	512	490	0.0	0.551	0.021	0.035	0.040999999999999995	0.077	0.165	0.27699999999999997	0.389	6.170283238465814	9.729820241104223e+25	0.25344673719990163	1.3444200850421672e+30
413	Hivel414	OUT	14.25	12.53	11.21	F5	7.3	-6.5	2.6	6.5	9.6	6055	5922	40	32	-0.99	-1.18	-101	471	457	-68	-89	-96	602	592	578	547	516	497	478	0.0	0.446	0.096	0.11199999999999999	0.133	0.2	0.297	0.38299999999999995	0.465	-0.06661430060227858	3.0399317433912457e+28	79.1855103774745	6.939421737816939e+30
414	Hivel415	RS	13.28	19.51	16.95	A6IV	4.4	-7.6	3.8	-2.1	8.7	6443	6420	15	30	-1.79	-1.36	-523	471	224	-412	-38	-518	615	600	590	563	530	505	485	0.0	0.991	0.004	0.01	0.012	0.039	0.111	0.221	0.36700000000000005	0.06273661756906179	2.698506478780045e+28	70.29191140349167	6.707185536565118e+30
415	Hivel416	RS	13.9	18.43	16.36	G7	5.6	-4.7	3.0	3.1	6.4	4981	5175	96	60	-1.71	-1.46	-75	471	99	344	-306	-70	638	618	614	583	550	534	507	0.0	0.7140000000000001	0.0	0.0	0.0	0.001	0.011000000000000001	0.031	0.129	0.1590598649689987	2.4694154791747545e+28	64.32444592796965	6.539310348391882e+30
416	Hivel417	RS	13.3	17.33	17.79	G3	3.0	-6.3	0.8	2.1	6.7	5052	5033	115	64	-1.22	-1.22	-186	470	271	-244	-295	-181	637	617	612	583	551	530	504	0.0	0.789	0.0	0.0	0.0	0.004	0.016	0.051	0.177	0.9143937264016877	1.2315743111010163e+28	32.08060200836198	5.36053429834511e+30
417	Hivel418	HVS	15.37	15.62	14.95	F0	3.1	-7.5	0.8	2.9	8.1	6155	6115	32	36	-1.41	-1.51	23	470	-423	100	178	28	620	605	595	566	534	512	490	0.594	1.0	0.02	0.035	0.044000000000000004	0.079	0.139	0.235	0.36	2.9131915308286356	1.9540762206171727e+27	5.0900656957988355	3.1679188224526587e+30
418	Hivel419	RS	16.07	15.68	14.62	F3	2.0	-7.9	0.2	2.0	8.2	6014	5943	233	85	-1.61	-1.51	184	470	-39	-385	268	189	620	605	595	568	536	511	489	0.0	1.0	0.042	0.054000000000000006	0.067	0.11199999999999999	0.18899999999999997	0.27899999999999997	0.395	4.564850021680094	4.268527693971162e+26	1.1118853071037151	2.0512239276148646e+30
419	Hivel420	RS	16.17	16.17	13.88	F5	2.3	-7.0	0.4	2.0	7.3	6040	6014	165	51	-1.22	-1.29	137	470	441	-161	12	142	630	612	605	577	545	522	498	0.067	0.617	0.037000000000000005	0.057	0.065	0.10300000000000001	0.159	0.24	0.345	4.361360819912036	5.148417811802691e+26	1.3410830455333917	2.1640584303829767e+30
420	Hivel421	OUT	15.72	12.8	12.45	G0	5.2	-7.6	3.4	3.8	9.2	5261	5339	290	84	-1.36	-1.25	-192	470	454	-120	21	-186	608	595	584	555	523	501	481	0.026000000000000002	0.48	0.091	0.10800000000000001	0.125	0.191	0.284	0.376	0.444	2.139983281826005	3.9831329201628923e+27	10.375443918111207	3.882761380832512e+30
421	Hivel422	OUT	13.23	18.71	16.17	F2	9.1	-3.9	6.9	4.1	8.9	5243	5418	44	38	-1.76	-1.77	-116	470	446	-145	-23	-110	610	595	586	556	525	503	483	0.0	0.444	0.127	0.146	0.154	0.225	0.313	0.377	0.449	-1.5652069616054671	1.2086509472782438e+29	314.83483909305653	1.0294162388403156e+31
422	Hivel423	RS	11.94	13.25	12.62	G3	4.8	-4.7	2.5	2.2	5.8	4502	4912	94	44	-1.93	-1.28	-38	470	364	-296	12	-33	647	624	623	592	560	543	514	0.11800000000000001	0.619	0.09300000000000001	0.105	0.105	0.13699999999999998	0.212	0.24100000000000002	0.318	-1.4662061868779368	1.1033177036955627e+29	287.39716168157406	1.0029438984540055e+31
424	Hivel425	RS	15.56	15.72	15.24	A5V	3.5	-8.5	-1.2	3.2	9.2	6746	6995	30	146	-1.92	-1.45	202	470	346	-313	52	207	609	596	584	556	524	500	481	0.0	0.563	0.14300000000000002	0.16	0.17600000000000002	0.23800000000000002	0.312	0.374	0.445	2.839659778248622	2.0910008088720362e+27	5.446733026496578	3.229815193466491e+30
426	Hivel427	RS	13.31	14.79	12.57	G5	7.5	-2.9	3.6	4.0	6.1	4826	5012	27	38	-1.69	-1.44	-110	469	351	-182	-253	-105	640	619	616	583	551	540	511	0.122	0.584	0.084	0.109	0.11599999999999999	0.156	0.222	0.248	0.33399999999999996	-1.0653063169585	7.626769812176185e+28	198.66553300797565	9.025255650557595e+30
427	Hivel428	RS	15.78	15.13	14.46	A9V	2.0	-8.0	0.4	2.0	8.3	5885	5943	18	47	-2.49	-2.83	-295	469	-142	-428	-125	-289	620	604	595	568	535	510	489	0.0	0.579	0.006999999999999999	0.01	0.018000000000000002	0.048	0.132	0.22899999999999998	0.355	4.274850021680093	5.5754266090496796e+26	1.4523122190804063	2.213889451906021e+30
428	Hivel429	RS	13.79	18.4	15.67	G2	3.1	-6.1	0.4	2.2	6.5	5466	5279	104	121	-1.38	-1.7	348	469	434	-63	164	353	638	619	614	584	552	532	506	0.0	0.9990000000000001	0.003	0.006999999999999999	0.008	0.016	0.043	0.07200000000000001	0.158	1.3331915308286355	8.374164730893099e+27	21.813401226603542	4.8011521917043823e+30
431	Hivel432	RS	16.88	15.91	12.91	G7	1.5	-8.0	-0.3	1.5	8.2	4957	4935	196	53	-1.16	-1.05	355	469	340	98	307	360	621	606	597	570	537	511	490	0.0	1.0	0.001	0.002	0.003	0.01	0.032	0.095	0.25	5.999543704721592	1.1386772143465619e+26	0.29660776617519197	1.4062031989956363e+30
432	Hivel433	RS	14.26	14.64	13.71	G2	3.6	-8.1	1.6	3.3	8.9	5301	5371	24	31	-1.23	-1.21	-36	469	-367	-211	201	-31	611	598	587	558	526	503	483	0.0	1.0	0.0	0.0	0.003	0.022000000000000002	0.071	0.17300000000000001	0.341	1.478487496163563	7.325261175103615e+27	19.081170031528043	4.621045233891335e+30
433	Hivel434	RS	14.64	15.9	15.18	K0	8.1	-7.8	8.0	-1.1	11.2	4927	4986	124	51	-1.53	-1.54	-151	469	-448	120	-59	-145	593	581	568	544	512	482	466	0.002	1.0	0.159	0.172	0.19899999999999998	0.247	0.341	0.445	0.515	0.09757490560675208	2.6132932691002595e+28	68.07223936181974	6.645976502935142e+30
436	Hivel437	RS	11.72	15.92	15.29	F2	3.4	-9.3	2.2	-2.2	9.9	4793	5298	86	57	-2.14	-1.71	-147	468	-395	-242	-62	-141	604	592	579	553	521	494	476	0.0	1.0	0.1	0.11800000000000001	0.139	0.195	0.289	0.373	0.45899999999999996	-0.9373945852112744	6.7791609687978e+28	176.58663633232092	8.726518807215847e+30
437	Hivel438	HVS	16.26	18.68	16.05	F2	2.3	-7.4	1.0	1.9	7.7	5821	5760	239	72	-1.05	-1.22	-182	468	414	-131	-174	-176	626	609	601	574	541	517	494	0.39299999999999996	0.619	0.047	0.064	0.073	0.11199999999999999	0.191	0.264	0.371	4.451360819912036	4.738858970080187e+26	1.2343993149466495	2.113407617364654e+30
439	Hivel440	RS	14.81	15.19	14.17	F0	2.2	-7.3	0.4	2.0	7.5	6122	6223	63	43	-1.43	-1.35	-3	468	-378	-83	263	3	627	610	603	575	542	519	495	0.003	1.0	0.001	0.004	0.006999999999999999	0.024	0.087	0.163	0.278	3.097886595888969	1.6484032942234452e+27	4.293835098263728	3.017630335111666e+30
440	Hivel441	RS	12.87	13.34	12.24	G2	5.6	-4.8	0.8	4.4	6.6	4938	5160	19	32	-1.91	-1.66	-45	468	-343	-113	294	-39	633	616	609	577	545	532	505	0.11	1.0	0.105	0.12	0.13	0.18899999999999997	0.254	0.281	0.361	-0.8709401350310024	6.37667328600983e+28	166.10245600442383	8.575239031959451e+30
441	Hivel442	HVS	15.61	18.46	15.53	F0	3.8	-9.3	3.3	-1.6	10.0	5792	5814	32	73	-2.5	-2.31	-470	468	435	-168	-32	-465	603	591	578	553	521	493	475	0.226	0.9329999999999999	0.045	0.049	0.061	0.091	0.182	0.32299999999999995	0.45299999999999996	2.711082016915949	2.3538853466494087e+27	6.131506503384759	3.3409676808850787e+30
442	Hivel443	OUT	14.08	14.53	13.47	G3	5.3	-7.6	2.2	4.8	9.2	5021	4920	81	113	-1.06	-1.23	-257	468	215	276	-311	-252	607	595	582	553	521	500	481	0.0	0.38799999999999996	0.0	0.0	0.0	0.006	0.042	0.13699999999999998	0.322	0.4586206519960552	1.8740011424826894e+28	48.81482527956993	6.04360999080378e+30
443	Hivel444	HVS	16.2	18.56	15.9	F0	2.7	-7.4	0.2	2.6	7.8	6284	6329	89	56	-1.56	-1.63	-66	467	-449	-48	118	-60	624	608	599	571	538	516	493	0.616	1.0	0.066	0.087	0.099	0.134	0.205	0.276	0.366	4.043181179205062	6.901534136403482e+26	1.797742676843835	2.3530565808841855e+30
444	Hivel445	OUT	14.0	18.54	15.66	G5	9.2	-5.7	7.9	4.0	10.5	4727	4852	265	148	-0.55	-0.45	-357	467	376	-276	10	-352	597	584	572	544	513	488	471	0.08199999999999999	0.409	0.129	0.146	0.16399999999999998	0.231	0.33299999999999996	0.425	0.485	-0.8189391367277761	6.078462850881949e+28	158.33453636056134	8.458693009984319e+30
445	Hivel446	RS	12.9	15.55	15.14	G3	4.0	-5.8	2.5	2.0	6.7	4940	5092	15	32	-1.96	-1.77	-279	467	-200	-245	342	-273	638	617	613	584	552	531	504	0.0	1.0	0.004	0.004	0.005	0.024	0.063	0.115	0.213	-0.11029995663981218	3.1647404264789804e+28	82.43658313308103	7.019657594606923e+30
446	Hivel447	RS	16.16	15.01	14.05	F0	3.3	-7.5	0.7	3.2	8.2	6169	6204	230	114	-2.12	-1.93	-195	467	-74	-459	-23	-189	618	604	594	565	533	511	489	0.0	0.5329999999999999	0.152	0.171	0.185	0.231	0.29100000000000004	0.35200000000000004	0.42700000000000005	3.567430300610562	1.0696605818395714e+27	2.786300030840249	2.666882608307568e+30
447	Hivel448	RS	16.77	16.97	14.46	F2	1.8	-8.0	-0.8	1.6	8.2	5747	5735	241	59	-1.41	-1.45	214	467	-113	-444	-82	220	621	606	597	570	537	512	490	0.0	0.56	0.098	0.122	0.135	0.19	0.263	0.32899999999999996	0.405	5.493637474483469	1.8145256942438486e+26	0.472655820329213	1.6064452785528516e+30
448	Hivel449	HVS	13.79	14.55	13.55	G0	6.6	-3.7	3.7	3.1	6.1	5230	5280	80	50	-1.55	-1.46	-139	467	332	-315	-73	-133	642	620	617	586	554	539	511	0.509	0.604	0.08900000000000001	0.105	0.11	0.15	0.21100000000000002	0.242	0.325	-0.30771967770934516	3.795823264076e+28	98.8753129480594	7.393978483380405e+30
450	Hivel451	RS	15.88	16.12	15.46	F0	4.0	-7.7	2.8	2.9	8.7	6068	6402	276	174	-1.79	-2.18	-255	467	412	-211	49	-249	614	600	589	561	529	505	485	0.027999999999999997	0.7859999999999999	0.040999999999999995	0.055	0.069	0.115	0.195	0.282	0.4	2.8697000433601882	2.0339398005946664e+27	5.298097943721455	3.204383597564484e+30
451	Hivel452	RS	13.83	14.33	13.45	G5	8.5	-3.2	6.5	2.4	7.6	4722	4697	127	64	-0.66	-0.76	-211	466	368	-223	-178	-206	626	606	601	573	540	518	495	0.01	0.537	0.08	0.106	0.11	0.152	0.22899999999999998	0.28300000000000003	0.366	-0.8170946285714642	6.068145191712337e+28	158.06577733035522	8.454588265925572e+30
452	Hivel453	RS	15.9	18.8	15.88	A7IV	4.1	-6.7	1.6	3.5	7.7	6088	6224	28	60	-1.96	-1.47	-183	466	342	-303	-86	-177	623	607	599	569	537	517	494	0.0	0.524	0.11900000000000001	0.13699999999999998	0.15	0.21100000000000002	0.297	0.341	0.408	2.836080716401323	2.0979050363679678e+27	5.464717469049148	3.2328585935340995e+30
454	Hivel455	RS	13.91	14.77	13.72	G7	4.6	-7.0	2.0	4.0	8.3	4945	5106	135	82	-1.65	-1.48	-127	466	382	-265	15	-121	617	602	592	562	531	510	489	0.0	0.561	0.001	0.003	0.006	0.036000000000000004	0.09300000000000001	0.187	0.318	0.5962108415921303	1.6509494483506458e+28	43.004674351410415	5.828701803461723e+30
455	Hivel456	RS	13.23	14.34	13.06	G5	6.5	-4.7	4.8	2.5	7.1	4575	4558	91	44	-0.75	-0.77	-22	466	457	-89	-16	-17	631	611	606	577	545	524	499	0.0	0.6759999999999999	0.002	0.006	0.006999999999999999	0.018000000000000002	0.066	0.129	0.245	-0.834566783214278	6.166586465705328e+28	160.63001994543706	8.493550634871508e+30
457	Hivel458	RS	15.32	15.93	15.28	A6IV	1.5	-8.2	0.0	1.6	8.3	6404	6337	65	140	1.0	-2.18	338	466	-33	-298	355	343	620	605	595	569	536	510	488	0.0	1.0	0.0	0.0	0.0	0.0	0.013999999999999999	0.065	0.19899999999999998	4.4395437047215935	4.790718252102194e+26	1.2479078541552993	2.1199899194806205e+30
458	Hivel459	HVS	14.33	16.35	15.55	F7	7.9	-2.4	3.0	4.5	5.9	5530	5498	46	30	-1.09	-1.21	-132	465	299	-224	-273	-127	641	621	617	584	551	543	513	0.5660000000000001	0.6609999999999999	0.111	0.132	0.141	0.191	0.25	0.27	0.348	-0.15813545645220728	3.3072901292089174e+28	86.14978195386605	7.108579795827761e+30
459	Hivel460	HVS	13.01	14.55	14.49	G2	4.9	-7.1	1.3	4.6	8.6	5027	5199	14	33	-1.82	-1.62	-153	465	430	-61	-164	-147	613	600	589	558	527	507	486	0.4	0.515	0.023	0.03	0.037000000000000005	0.07	0.14	0.203	0.332	-0.44098040014256945	4.291511416296174e+28	111.78722105486257	7.657869820002643e+30
460	Hivel461	RS	15.84	16.58	15.93	F3	3.5	-6.3	-0.8	2.9	7.0	6319	6266	225	65	-1.37	-1.41	168	465	424	174	-75	174	632	614	607	577	545	526	501	0.0	0.606	0.04	0.048	0.054000000000000006	0.084	0.147	0.192	0.294	3.1196597782486215	1.6156757284348327e+27	4.208584861773464	3.000389750241508e+30
461	Hivel462	HVS	13.95	16.35	15.56	F0	5.7	-4.2	3.2	2.5	5.8	6518	6259	64	33	-1.11	-1.29	-164	465	-333	275	177	-158	647	624	623	592	560	544	514	0.9129999999999999	1.0	0.0	0.003	0.003	0.009000000000000001	0.042	0.059000000000000004	0.155	0.17062572163754197	2.443249527546429e+28	63.642863442209666	6.51943765865561e+30
462	Hivel463	OUT	13.34	14.24	13.26	F2	1.7	-9.8	0.2	-0.6	9.8	5176	5345	25	29	-1.88	-1.72	-75	465	-15	-455	90	-69	606	594	581	557	524	494	476	0.0	0.44299999999999995	0.0	0.001	0.005	0.013000000000000001	0.084	0.231	0.4	2.1877553931086293	3.8116758001442206e+27	9.928824694306384	3.83425534344292e+30
463	Hivel464	RS	15.24	18.08	16.18	G0	3.3	-6.4	1.6	2.3	7.0	5430	5494	60	34	-1.44	-1.32	-137	465	385	-220	-144	-132	633	614	609	580	547	526	501	0.009000000000000001	0.684	0.004	0.006	0.009000000000000001	0.034	0.08	0.142	0.259	2.647430300610562	2.4960081085977365e+27	6.501714270897986	3.3974005780248024e+30
464	Hivel465	HVS	13.84	14.47	13.01	G1	6.8	-4.8	5.1	2.9	7.6	5162	5175	149	167	-1.61	-1.54	-375	465	283	-351	-110	-370	625	607	600	571	539	518	495	0.284	0.605	0.011000000000000001	0.016	0.022000000000000002	0.043	0.11	0.184	0.295	-0.32254456353118144	3.848007745405458e+28	100.23463780686268	7.42288026312657e+30
465	Hivel466	RS	14.33	13.93	12.62	G2	4.2	-6.1	1.9	3.2	7.2	5122	5247	54	43	-1.26	-1.13	-26	464	441	-11	-143	-21	629	612	605	575	543	524	499	0.0	0.738	0.0	0.001	0.003	0.012	0.043	0.09	0.19399999999999998	1.213753548010498	9.347956718353674e+27	24.34997842759488	4.9544508917579807e+30
466	Hivel467	OUT	13.3	14.25	12.77	K4	11.3	-5.4	10.3	3.8	12.3	4147	4174	92	26	-0.6	-0.57	-114	464	464	13	1	-109	583	571	558	532	501	474	459	0.0	0.349	0.136	0.156	0.18100000000000002	0.245	0.345	0.46	0.527	-1.965392217417099	1.747330264272098e+29	455.15245227197136	1.1437377950242222e+31
467	Hivel468	RS	15.57	16.43	15.8	A2V	3.0	-9.1	2.3	-1.7	9.5	6158	6304	29	190	-2.5	-2.68	36	464	-368	249	129	42	608	595	583	557	525	497	478	0.0	0.507	0.065	0.07200000000000001	0.092	0.133	0.21600000000000003	0.319	0.41100000000000003	3.1843937264016873	1.5221611089014926e+27	3.964993771558981	2.9497112711451146e+30
468	Hivel469	HVS	16.11	17.87	15.54	F0	3.9	-7.5	0.6	3.8	8.5	6257	6234	72	48	-1.43	-1.48	102	464	-388	-77	241	107	615	601	590	561	529	508	487	0.21100000000000002	0.9990000000000001	0.11199999999999999	0.13	0.14800000000000002	0.21100000000000002	0.282	0.33799999999999997	0.402	3.1546769648675035	1.5643982669648984e+27	4.075015022049748	2.9728685662357275e+30
469	Hivel470	RS	16.1	13.98	12.56	G2	1.4	-7.8	-0.1	1.4	7.9	5720	5695	76	41	-1.18	-1.34	-281	464	-418	-81	-181	-275	625	608	600	573	540	515	492	0.0	0.7070000000000001	0.0	0.0	0.001	0.006	0.028999999999999998	0.092	0.223	5.3693598216088105	2.0345772473235127e+26	0.5299758393653329	1.659850970803779e+30
471	Hivel472	HVS	17.02	14.59	13.75	G6	1.6	-9.4	0.1	-1.0	9.4	5531	5415	185	71	-1.14	-1.28	286	464	-456	40	72	291	609	596	584	560	526	498	479	0.165	0.861	0.05	0.06	0.077	0.109	0.203	0.29600000000000004	0.38799999999999996	5.9994000867203745	1.1388278451915607e+26	0.29664700317571263	1.4062563452671886e+30
472	Hivel473	RS	15.14	16.68	14.46	A9V	2.4	-7.0	0.8	2.0	7.3	8673	6175	50	52	0.14	-1.76	-334	463	-390	-243	42	-329	630	612	605	577	544	522	497	0.0	1.0	0.0	0.004	0.004	0.015	0.04	0.08800000000000001	0.198	3.2389437914419705	1.4475734048126974e+27	3.7707043626275007	2.907670662163877e+30
474	Hivel475	HVS	14.06	15.66	14.8	G2	5.6	-7.2	1.5	5.3	9.1	4885	5087	111	187	-1.62	-1.54	-211	463	412	-71	-196	-205	608	596	583	553	522	502	482	0.314	0.513	0.024	0.032	0.05	0.1	0.17300000000000001	0.253	0.369	0.31905986496899885	2.1310525840515067e+28	55.51061693283425	6.269692406478059e+30
476	Hivel477	HVS	13.98	13.46	12.59	G3	6.6	-3.8	4.3	2.6	6.3	4937	5003	74	54	-1.54	-1.41	-210	463	-368	223	170	-205	640	618	616	585	553	536	508	0.348	1.0	0.004	0.01	0.012	0.028999999999999998	0.068	0.099	0.196	-0.11771967770934388	3.1864417460912503e+28	83.00186887447904	7.033376997068974e+30
477	Hivel478	RS	14.81	15.05	14.4	F0	2.6	-8.5	-1.7	1.9	8.9	6323	6297	15	36	-1.89	-1.73	494	463	-111	15	450	499	613	599	589	562	530	504	483	0.0	1.0	0.0	0.0	0.0	0.0	0.003	0.023	0.114	2.7351332601459113	2.3023153448244796e+27	5.997174641376608	3.3198889815752824e+30
478	Hivel479	OUT	14.37	14.16	12.94	F5	8.3	-6.3	7.9	1.5	10.3	6141	5732	76	110	-1.24	-1.48	-157	463	195	128	-399	-152	601	586	576	551	518	490	473	0.0	0.498	0.08199999999999999	0.098	0.115	0.17	0.26	0.361	0.44799999999999995	-0.22539046188036949	3.5186356363646635e+28	91.65500485451065	7.235509685298109e+30
479	Hivel480	RS	13.6	13.97	13.05	G0	2.0	-8.2	-1.0	1.8	8.4	5349	5380	72	47	-1.56	-1.58	135	463	68	-400	-219	140	618	603	594	567	534	509	487	0.0	0.51	0.001	0.004	0.006	0.013999999999999999	0.051	0.14400000000000002	0.261	2.0948500216800934	4.152198463925541e+27	10.815833456435376	3.9291516228711883e+30
480	Hivel481	HVS	15.47	15.74	15.01	F5	2.5	-8.1	-1.1	2.3	8.5	6155	6041	84	38	-0.92	-1.07	188	463	-448	-74	82	193	617	603	593	565	533	508	487	0.625	0.9940000000000001	0.095	0.109	0.12	0.162	0.24	0.305	0.382	3.480299956639813	1.1590392131441778e+27	3.0191175127485748	2.728736830969308e+30
481	Hivel482	HVS	15.56	14.87	13.74	G2	6.3	-5.0	4.0	3.8	7.5	5217	5309	33	36	-1.51	-1.4	-143	462	403	-220	-48	-138	625	608	601	570	538	520	496	0.307	0.5710000000000001	0.14400000000000002	0.16399999999999998	0.172	0.22	0.272	0.308	0.368	1.5632972527320916	6.7748426207454e+27	17.64741500584892	4.519055510622003e+30
482	Hivel483	RS	14.22	12.68	12.24	F3	6.4	-6.6	2.9	5.5	9.1	6403	6074	364	72	-1.09	-1.27	-298	462	-343	221	-215	-292	608	595	583	553	522	502	482	0.0	0.511	0.0	0.0	0.003	0.016	0.07	0.136	0.27	0.1891001300805648	2.4020279695671106e+28	62.56910574543138	6.487819755804874e+30
483	Hivel484	RS	16.42	15.98	15.05	A3V	1.8	-7.8	-0.3	1.8	8.0	5961	6042	315	219	-2.38	-3.48	86	462	348	-292	-76	92	622	607	598	571	538	513	491	0.0	0.579	0.039	0.057999999999999996	0.068	0.106	0.17600000000000002	0.252	0.35600000000000004	5.143637474483471	2.5047427160518294e+26	0.6524466569554127	1.7614322212303662e+30
484	Hivel485	RS	13.31	16.22	13.65	G3	6.1	-6.1	3.6	4.4	8.3	4858	4936	177	94	-1.33	-1.29	-68	462	-230	-150	370	-63	615	601	591	561	529	510	488	0.0	1.0	0.013999999999999999	0.019	0.024	0.045	0.124	0.198	0.305	-0.6166491750538352	5.04519297264135e+28	131.41945747958712	8.02018545277957e+30
485	Hivel486	HVS	14.41	20.28	17.59	G0	3.7	-6.5	1.9	2.7	7.3	5056	5256	107	60	-1.52	-1.37	-56	462	427	-175	-27	-51	629	612	605	575	543	523	498	0.564	0.6920000000000001	0.002	0.008	0.011000000000000001	0.024	0.08	0.139	0.243	1.5689913796650252	6.73940506923174e+27	17.555105676560927	4.51228911918972e+30
486	Hivel487	HVS	14.19	18.82	16.51	G7	2.1	-7.3	1.3	1.4	7.5	5334	5415	262	76	-1.37	-1.29	-211	462	-427	162	66	-206	629	611	604	577	544	519	496	0.8109999999999999	1.0	0.0	0.0	0.0	0.0	0.0	0.002	0.027000000000000003	2.5789035263304037	2.6586226573738993e+27	6.925299967110965	3.4592216286102175e+30
487	Hivel488	HVS	15.82	17.46	14.99	F5	2.5	-8.7	-0.1	2.5	9.0	5953	5973	258	70	-1.09	-1.3	112	462	-459	-36	20	117	611	598	587	559	527	502	482	0.493	0.981	0.08199999999999999	0.091	0.11199999999999999	0.16	0.24600000000000002	0.33299999999999996	0.413	3.830299956639813	8.396496851386638e+26	2.1871572939272306	2.4886375675937042e+30
